VOBC, Acc0, Acc1, Date
2,0.005,0.03,20180709
10,0.012,0.075,20180709
11,0.034,0.0,20180709
13,0.086,0.06,20180709
14,0.055,0.02,20180709
18,0.051,0.01,20180709
19,0.001,0.002,20180709
20,0.034,0.069,20180709
22,0.043,0.015,20180709
23,0.059,0.068,20180709
24,0.062,0.015,20180709
25,0.002,0.028,20180709
26,0.055,0.036,20180709
27,0.042,0.082,20180709
28,0.046,0.062,20180709
100,0.014,0.013,20180709
101,0.02,0.087,20180709
102,0.052,0.011,20180709
105,0.087,0.013,20180709
106,0.034,0.056,20180709
110,0.0,0.009,20180709
111,0.045,0.014,20180709
112,0.05,0.047,20180709
113,0.087,0.053,20180709
114,0.081,0.015,20180709
115,0.042,0.087,20180709
116,0.088,0.016,20180709
117,0.057,0.031,20180709
118,0.045,0.0,20180709
119,0.048,0.009,20180709
120,0.049,0.022,20180709
121,0.078,0.027,20180709
122,0.047,0.077,20180709
123,0.055,0.01,20180709
124,0.01,0.07,20180709
125,0.009,0.0,20180709
126,0.029,0.056,20180709
127,0.015,0.016,20180709
128,0.056,0.082,20180709
129,0.061,0.066,20180709
130,0.02,0.055,20180709
131,0.064,0.057,20180709
132,0.07,0.061,20180709
133,0.071,0.021,20180709
134,0.029,0.051,20180709
135,0.05,0.076,20180709
136,0.016,0.03,20180709
137,0.006,0.028,20180709
138,0.063,0.066,20180709
139,0.055,0.06,20180709
140,0.026,0.058,20180709
141,0.009,0.016,20180709
142,0.029,0.07,20180709
143,0.056,0.007,20180709
144,0.064,0.007,20180709
145,0.019,0.039,20180709
146,0.065,0.055,20180709
147,0.009,0.047,20180709
148,0.046,0.041,20180709
151,0.088,0.078,20180709
152,0.087,0.037,20180709
153,0.05,0.067,20180709
154,0.017,0.06,20180709
155,0.007,0.015,20180709
162,0.08,0.068,20180709
163,0.078,0.071,20180709
164,0.081,0.061,20180709
171,0.015,0.089,20180709
172,0.007,0.082,20180709
173,0.002,0.019,20180709
174,0.012,0.01,20180709
175,0.026,0.041,20180709
176,0.015,0.037,20180709
177,0.034,0.002,20180709
178,0.088,0.022,20180709
179,0.046,0.052,20180709
180,0.078,0.083,20180709
181,0.033,0.029,20180709
182,0.084,0.011,20180709
183,0.015,0.015,20180709
184,0.042,0.01,20180709
185,0.068,0.004,20180709
186,0.006,0.027,20180709
187,0.053,0.023,20180709
188,0.015,0.005,20180709
191,0.031,0.07,20180709
192,0.045,0.089,20180709
193,0.011,0.048,20180709
194,0.034,0.013,20180709
195,0.017,0.03,20180709
196,0.031,0.059,20180709
197,0.021,0.023,20180709
199,0.046,0.016,20180709
200,0.045,0.075,20180709
201,0.083,0.055,20180709
202,0.037,0.028,20180709
205,0.081,0.077,20180709
206,0.014,0.026,20180709
211,0.013,0.024,20180709
212,0.051,0.07,20180709
213,0.013,0.073,20180709
214,0.005,0.0,20180709
215,0.086,0.035,20180709
216,0.079,0.035,20180709
219,0.023,0.023,20180709
220,0.028,0.082,20180709
222,0.043,0.059,20180709
223,0.082,0.083,20180709
224,0.041,0.031,20180709
225,0.003,0.025,20180709
226,0.058,0.074,20180709
227,0.038,0.002,20180709
228,0.025,0.037,20180709
229,0.065,0.04,20180709
230,0.025,0.012,20180709
231,0.046,0.085,20180709
232,0.053,0.063,20180709
233,0.061,0.072,20180709
234,0.035,0.002,20180709
237,0.029,0.08,20180709
241,0.048,0.07,20180709
244,0.039,0.085,20180709
245,0.087,0.005,20180709
246,0.042,0.045,20180709
249,0.089,0.047,20180709
250,0.023,0.045,20180709
252,0.031,0.033,20180709
253,0.014,0.076,20180709
254,0.038,0.059,20180709
255,0.035,0.089,20180709
256,0.005,0.072,20180709
257,0.071,0.072,20180709
258,0.035,0.083,20180709
261,0.013,0.0,20180709
262,0.013,0.064,20180709
263,0.046,0.067,20180709
264,0.077,0.032,20180709
265,0.08,0.045,20180709
266,0.024,0.068,20180709
267,0.082,0.04,20180709
268,0.068,0.035,20180709
269,0.056,0.08,20180709
270,0.012,0.028,20180709
271,0.027,0.066,20180709
272,0.011,0.02,20180709
273,0.053,0.013,20180709
274,0.077,0.078,20180709
275,0.077,0.086,20180709
276,0.067,0.029,20180709
281,0.011,0.004,20180709
282,0.014,0.057,20180709
