VOBC, Acc0, Acc1, Date
2,0.058,0.014,20180708
10,0.081,0.01,20180708
11,0.068,0.001,20180708
13,0.036,0.008,20180708
14,0.042,0.061,20180708
18,0.002,0.032,20180708
19,0.051,0.023,20180708
20,0.045,0.084,20180708
22,0.083,0.087,20180708
23,0.081,0.056,20180708
24,0.045,0.049,20180708
25,0.08,0.003,20180708
26,0.075,0.022,20180708
27,0.044,0.035,20180708
28,0.013,0.035,20180708
100,0.046,0.02,20180708
101,0.054,0.057,20180708
102,0.055,0.074,20180708
105,0.007,0.078,20180708
106,0.084,0.021,20180708
110,0.074,0.028,20180708
111,0.079,0.028,20180708
112,0.021,0.019,20180708
113,0.086,0.006,20180708
114,0.029,0.054,20180708
115,0.027,0.068,20180708
116,0.057,0.014,20180708
117,0.035,0.053,20180708
118,0.053,0.023,20180708
119,0.056,0.064,20180708
120,0.024,0.085,20180708
121,0.025,0.008,20180708
122,0.064,0.006,20180708
123,0.069,0.069,20180708
124,0.081,0.057,20180708
125,0.045,0.035,20180708
126,0.028,0.067,20180708
127,0.066,0.001,20180708
128,0.0,0.046,20180708
129,0.057,0.087,20180708
130,0.037,0.057,20180708
131,0.044,0.069,20180708
132,0.0,0.004,20180708
133,0.01,0.075,20180708
134,0.081,0.052,20180708
135,0.015,0.013,20180708
136,0.025,0.054,20180708
137,0.05,0.042,20180708
138,0.048,0.01,20180708
139,0.056,0.001,20180708
140,0.04,0.002,20180708
141,0.084,0.025,20180708
142,0.006,0.087,20180708
143,0.014,0.084,20180708
144,0.009,0.005,20180708
145,0.027,0.002,20180708
146,0.001,0.046,20180708
147,0.05,0.023,20180708
148,0.076,0.011,20180708
151,0.021,0.036,20180708
152,0.009,0.038,20180708
153,0.016,0.07,20180708
154,0.082,0.021,20180708
155,0.023,0.072,20180708
162,0.058,0.054,20180708
163,0.014,0.067,20180708
164,0.0,0.024,20180708
171,0.066,0.082,20180708
172,0.027,0.027,20180708
173,0.015,0.05,20180708
174,0.056,0.074,20180708
175,0.071,0.007,20180708
176,0.015,0.002,20180708
177,0.047,0.056,20180708
178,0.052,0.026,20180708
179,0.027,0.064,20180708
180,0.038,0.011,20180708
181,0.084,0.002,20180708
182,0.042,0.054,20180708
183,0.075,0.038,20180708
184,0.037,0.008,20180708
185,0.084,0.05,20180708
186,0.049,0.011,20180708
187,0.045,0.007,20180708
188,0.058,0.037,20180708
191,0.026,0.04,20180708
192,0.033,0.022,20180708
193,0.048,0.059,20180708
194,0.059,0.064,20180708
195,0.022,0.008,20180708
196,0.002,0.044,20180708
197,0.01,0.026,20180708
199,0.087,0.063,20180708
200,0.048,0.072,20180708
201,0.056,0.053,20180708
202,0.023,0.064,20180708
205,0.037,0.062,20180708
206,0.014,0.004,20180708
211,0.027,0.06,20180708
212,0.064,0.067,20180708
213,0.044,0.078,20180708
214,0.071,0.047,20180708
215,0.008,0.013,20180708
216,0.033,0.036,20180708
219,0.078,0.022,20180708
220,0.068,0.002,20180708
222,0.081,0.086,20180708
223,0.013,0.075,20180708
224,0.049,0.077,20180708
225,0.036,0.08,20180708
226,0.017,0.077,20180708
227,0.057,0.029,20180708
228,0.065,0.057,20180708
229,0.079,0.043,20180708
230,0.083,0.073,20180708
231,0.015,0.016,20180708
232,0.083,0.031,20180708
233,0.068,0.046,20180708
234,0.077,0.019,20180708
237,0.06,0.081,20180708
241,0.046,0.071,20180708
244,0.032,0.054,20180708
245,0.068,0.087,20180708
246,0.016,0.065,20180708
249,0.049,0.024,20180708
250,0.024,0.005,20180708
252,0.031,0.025,20180708
253,0.019,0.08,20180708
254,0.056,0.069,20180708
255,0.041,0.058,20180708
256,0.061,0.085,20180708
257,0.03,0.035,20180708
258,0.053,0.031,20180708
261,0.087,0.004,20180708
262,0.072,0.045,20180708
263,0.018,0.024,20180708
264,0.082,0.017,20180708
265,0.061,0.024,20180708
266,0.04,0.008,20180708
267,0.056,0.059,20180708
268,0.079,0.007,20180708
269,0.021,0.05,20180708
270,0.001,0.034,20180708
271,0.005,0.017,20180708
272,0.0,0.016,20180708
273,0.062,0.065,20180708
274,0.056,0.005,20180708
275,0.028,0.031,20180708
276,0.027,0.077,20180708
281,0.024,0.056,20180708
282,0.001,0.078,20180708
