VOBC, Acc0, Acc1, Date
2,0.113,0.016,20180726
10,0.053,0.078,20180726
11,0.017,0.056,20180726
13,0.055,0.014,20180726
14,0.01,0.121,20180726
18,0.014,0.073,20180726
19,0.002,0.111,20180726
20,0.022,0.081,20180726
22,0.023,0.067,20180726
23,0.035,0.089,20180726
24,0.097,0.014,20180726
25,0.072,0.098,20180726
26,0.013,0.018,20180726
27,0.03,0.116,20180726
28,0.095,0.063,20180726
100,0.084,0.12,20180726
101,0.074,0.085,20180726
102,0.062,0.039,20180726
105,0.06,0.114,20180726
106,0.122,0.072,20180726
110,0.099,0.123,20180726
111,0.008,0.108,20180726
112,0.0,0.051,20180726
113,0.039,0.043,20180726
114,0.12,0.107,20180726
115,0.117,0.064,20180726
116,0.065,0.031,20180726
117,0.064,0.101,20180726
118,0.051,0.096,20180726
119,0.085,0.045,20180726
120,0.099,0.082,20180726
121,0.104,0.004,20180726
122,0.054,0.065,20180726
123,0.071,0.034,20180726
124,0.029,0.04,20180726
125,0.107,0.118,20180726
126,0.081,0.118,20180726
127,0.048,0.098,20180726
128,0.073,0.002,20180726
129,0.078,0.044,20180726
130,0.009,0.079,20180726
131,0.08,0.104,20180726
132,0.121,0.078,20180726
133,0.092,0.064,20180726
134,0.103,0.068,20180726
135,0.071,0.055,20180726
136,0.053,0.047,20180726
137,0.033,0.117,20180726
138,0.113,0.09,20180726
139,0.072,0.053,20180726
140,0.043,0.121,20180726
141,0.025,0.041,20180726
142,0.069,0.047,20180726
143,0.074,0.115,20180726
144,0.078,0.074,20180726
145,0.044,0.119,20180726
146,0.104,0.053,20180726
147,0.05,0.101,20180726
148,0.105,0.095,20180726
151,0.03,0.117,20180726
152,0.07,0.098,20180726
153,0.104,0.078,20180726
154,0.016,0.121,20180726
155,0.024,0.034,20180726
162,0.083,0.078,20180726
163,0.091,0.094,20180726
164,0.108,0.071,20180726
171,0.081,0.029,20180726
172,0.104,0.051,20180726
173,0.058,0.061,20180726
174,0.055,0.121,20180726
175,0.002,0.045,20180726
176,0.095,0.095,20180726
177,0.049,0.071,20180726
178,0.046,0.025,20180726
179,0.083,0.009,20180726
180,0.088,0.006,20180726
181,0.115,0.109,20180726
182,0.025,0.017,20180726
183,0.086,0.096,20180726
184,0.053,0.083,20180726
185,0.027,0.018,20180726
186,0.071,0.115,20180726
187,0.009,0.018,20180726
188,0.119,0.054,20180726
191,0.065,0.001,20180726
192,0.08,0.011,20180726
193,0.067,0.024,20180726
194,0.091,0.024,20180726
195,0.121,0.065,20180726
196,0.057,0.043,20180726
197,0.005,0.023,20180726
199,0.107,0.059,20180726
200,0.115,0.04,20180726
201,0.092,0.05,20180726
202,0.099,0.031,20180726
205,0.002,0.047,20180726
206,0.015,0.082,20180726
211,0.086,0.114,20180726
212,0.039,0.024,20180726
213,0.077,0.037,20180726
214,0.112,0.091,20180726
215,0.059,0.019,20180726
216,0.108,0.054,20180726
219,0.092,0.012,20180726
220,0.021,0.039,20180726
222,0.09,0.019,20180726
223,0.11,0.077,20180726
224,0.08,0.123,20180726
225,0.094,0.097,20180726
226,0.035,0.007,20180726
227,0.078,0.118,20180726
228,0.118,0.111,20180726
229,0.066,0.028,20180726
230,0.109,0.064,20180726
231,0.032,0.012,20180726
232,0.013,0.034,20180726
233,0.022,0.049,20180726
234,0.072,0.039,20180726
237,0.031,0.016,20180726
241,0.055,0.109,20180726
244,0.071,0.116,20180726
245,0.032,0.123,20180726
246,0.028,0.072,20180726
249,0.001,0.023,20180726
250,0.065,0.102,20180726
252,0.116,0.088,20180726
253,0.091,0.018,20180726
254,0.098,0.023,20180726
255,0.066,0.0,20180726
256,0.048,0.056,20180726
257,0.109,0.082,20180726
258,0.069,0.103,20180726
261,0.105,0.003,20180726
262,0.079,0.021,20180726
263,0.017,0.096,20180726
264,0.042,0.074,20180726
265,0.075,0.035,20180726
266,0.058,0.021,20180726
267,0.019,0.033,20180726
268,0.045,0.033,20180726
269,0.032,0.003,20180726
270,0.045,0.056,20180726
271,0.048,0.071,20180726
272,0.08,0.116,20180726
273,0.02,0.057,20180726
274,0.075,0.022,20180726
275,0.062,0.047,20180726
276,0.035,0.069,20180726
281,0.119,0.025,20180726
282,0.067,0.034,20180726
