VOBC, Acc0, Acc1, Date
2,0.02,0.018,20180606
10,0.021,0.019,20180606
11,0.006,0.018,20180606
13,0.003,0.022,20180606
14,0.001,0.014,20180606
18,0.017,0.021,20180606
19,0.008,0.013,20180606
20,0.005,0.004,20180606
22,0.004,0.014,20180606
23,0.019,0.019,20180606
24,0.0,0.007,20180606
25,0.006,0.007,20180606
26,0.013,0.002,20180606
27,0.01,0.017,20180606
28,0.019,0.015,20180606
100,0.013,0.016,20180606
101,0.006,0.023,20180606
102,0.015,0.011,20180606
105,0.01,0.001,20180606
106,0.015,0.01,20180606
110,0.01,0.011,20180606
111,0.018,0.003,20180606
112,0.004,0.009,20180606
113,0.006,0.007,20180606
114,0.021,0.001,20180606
115,0.005,0.023,20180606
116,0.011,0.012,20180606
117,0.002,0.006,20180606
118,0.004,0.017,20180606
119,0.005,0.013,20180606
120,0.021,0.014,20180606
121,0.022,0.023,20180606
122,0.011,0.007,20180606
123,0.023,0.02,20180606
124,0.001,0.018,20180606
125,0.02,0.011,20180606
126,0.005,0.018,20180606
127,0.0,0.021,20180606
128,0.003,0.014,20180606
129,0.018,0.022,20180606
130,0.014,0.012,20180606
131,0.013,0.004,20180606
132,0.015,0.012,20180606
133,0.008,0.009,20180606
134,0.017,0.009,20180606
135,0.012,0.005,20180606
136,0.01,0.016,20180606
137,0.005,0.015,20180606
138,0.019,0.001,20180606
139,0.008,0.017,20180606
140,0.021,0.016,20180606
141,0.021,0.002,20180606
142,0.019,0.023,20180606
143,0.023,0.019,20180606
144,0.02,0.01,20180606
145,0.009,0.014,20180606
146,0.009,0.004,20180606
147,0.001,0.019,20180606
148,0.011,0.006,20180606
151,0.021,0.005,20180606
152,0.012,0.001,20180606
153,0.009,0.006,20180606
154,0.02,0.002,20180606
155,0.01,0.007,20180606
162,0.021,0.001,20180606
163,0.011,0.0,20180606
164,0.009,0.003,20180606
171,0.023,0.006,20180606
172,0.017,0.009,20180606
173,0.005,0.021,20180606
174,0.01,0.021,20180606
175,0.006,0.016,20180606
176,0.01,0.016,20180606
177,0.015,0.014,20180606
178,0.0,0.002,20180606
179,0.021,0.002,20180606
180,0.01,0.014,20180606
181,0.0,0.015,20180606
182,0.014,0.007,20180606
183,0.017,0.008,20180606
184,0.005,0.008,20180606
185,0.006,0.011,20180606
186,0.009,0.004,20180606
187,0.022,0.022,20180606
188,0.0,0.023,20180606
191,0.01,0.015,20180606
192,0.01,0.017,20180606
193,0.008,0.018,20180606
194,0.018,0.015,20180606
195,0.008,0.018,20180606
196,0.005,0.011,20180606
197,0.015,0.011,20180606
199,0.005,0.005,20180606
200,0.019,0.018,20180606
201,0.006,0.019,20180606
202,0.02,0.002,20180606
205,0.01,0.011,20180606
206,0.007,0.005,20180606
211,0.001,0.023,20180606
212,0.003,0.017,20180606
213,0.007,0.002,20180606
214,0.0,0.008,20180606
215,0.001,0.008,20180606
216,0.004,0.013,20180606
219,0.004,0.016,20180606
220,0.004,0.007,20180606
222,0.007,0.005,20180606
223,0.011,0.018,20180606
224,0.015,0.021,20180606
225,0.022,0.013,20180606
226,0.017,0.011,20180606
227,0.022,0.01,20180606
228,0.019,0.011,20180606
229,0.005,0.009,20180606
230,0.015,0.017,20180606
231,0.014,0.009,20180606
232,0.006,0.018,20180606
233,0.01,0.014,20180606
234,0.002,0.012,20180606
237,0.007,0.008,20180606
241,0.0,0.01,20180606
244,0.014,0.018,20180606
245,0.015,0.001,20180606
246,0.016,0.009,20180606
249,0.018,0.001,20180606
250,0.019,0.008,20180606
252,0.02,0.008,20180606
253,0.011,0.008,20180606
254,0.012,0.019,20180606
255,0.02,0.022,20180606
256,0.001,0.005,20180606
257,0.013,0.016,20180606
258,0.009,0.017,20180606
261,0.012,0.02,20180606
262,0.0,0.01,20180606
263,0.019,0.016,20180606
264,0.013,0.005,20180606
265,0.02,0.003,20180606
266,0.014,0.017,20180606
267,0.009,0.022,20180606
268,0.008,0.007,20180606
269,0.011,0.019,20180606
270,0.0,0.017,20180606
271,0.002,0.023,20180606
272,0.0,0.006,20180606
273,0.013,0.009,20180606
274,0.01,0.006,20180606
275,0.01,0.007,20180606
276,0.001,0.011,20180606
281,0.002,0.003,20180606
282,0.02,0.012,20180606
