VOBC, Acc0, Acc1, Date
2,0.057,0.078,20180720
10,0.047,0.011,20180720
11,0.025,0.037,20180720
13,0.075,0.088,20180720
14,0.1,0.084,20180720
18,0.071,0.027,20180720
19,0.032,0.015,20180720
20,0.054,0.057,20180720
22,0.104,0.007,20180720
23,0.071,0.002,20180720
24,0.018,0.086,20180720
25,0.031,0.008,20180720
26,0.037,0.051,20180720
27,0.083,0.085,20180720
28,0.091,0.045,20180720
100,0.099,0.014,20180720
101,0.07,0.069,20180720
102,0.011,0.094,20180720
105,0.054,0.031,20180720
106,0.084,0.05,20180720
110,0.1,0.021,20180720
111,0.025,0.107,20180720
112,0.041,0.08,20180720
113,0.097,0.011,20180720
114,0.022,0.063,20180720
115,0.056,0.09,20180720
116,0.072,0.008,20180720
117,0.08,0.027,20180720
118,0.039,0.096,20180720
119,0.042,0.081,20180720
120,0.097,0.025,20180720
121,0.03,0.066,20180720
122,0.016,0.109,20180720
123,0.003,0.1,20180720
124,0.019,0.014,20180720
125,0.051,0.049,20180720
126,0.111,0.062,20180720
127,0.013,0.062,20180720
128,0.054,0.047,20180720
129,0.082,0.068,20180720
130,0.06,0.053,20180720
131,0.094,0.036,20180720
132,0.075,0.022,20180720
133,0.074,0.067,20180720
134,0.065,0.048,20180720
135,0.014,0.096,20180720
136,0.03,0.076,20180720
137,0.06,0.081,20180720
138,0.086,0.076,20180720
139,0.07,0.006,20180720
140,0.018,0.071,20180720
141,0.003,0.03,20180720
142,0.107,0.03,20180720
143,0.004,0.098,20180720
144,0.003,0.047,20180720
145,0.004,0.061,20180720
146,0.068,0.087,20180720
147,0.082,0.013,20180720
148,0.064,0.103,20180720
151,0.003,0.006,20180720
152,0.109,0.09,20180720
153,0.016,0.106,20180720
154,0.078,0.056,20180720
155,0.027,0.058,20180720
162,0.087,0.085,20180720
163,0.056,0.059,20180720
164,0.048,0.012,20180720
171,0.072,0.107,20180720
172,0.106,0.084,20180720
173,0.018,0.041,20180720
174,0.051,0.024,20180720
175,0.066,0.031,20180720
176,0.038,0.013,20180720
177,0.011,0.09,20180720
178,0.011,0.066,20180720
179,0.016,0.093,20180720
180,0.093,0.087,20180720
181,0.031,0.09,20180720
182,0.017,0.09,20180720
183,0.004,0.041,20180720
184,0.021,0.064,20180720
185,0.06,0.001,20180720
186,0.014,0.039,20180720
187,0.048,0.062,20180720
188,0.003,0.004,20180720
191,0.049,0.061,20180720
192,0.105,0.05,20180720
193,0.066,0.084,20180720
194,0.05,0.059,20180720
195,0.017,0.109,20180720
196,0.077,0.001,20180720
197,0.079,0.064,20180720
199,0.056,0.106,20180720
200,0.108,0.104,20180720
201,0.104,0.031,20180720
202,0.074,0.09,20180720
205,0.053,0.012,20180720
206,0.045,0.077,20180720
211,0.01,0.107,20180720
212,0.057,0.047,20180720
213,0.026,0.048,20180720
214,0.064,0.017,20180720
215,0.052,0.073,20180720
216,0.064,0.062,20180720
219,0.095,0.03,20180720
220,0.008,0.068,20180720
222,0.075,0.065,20180720
223,0.048,0.051,20180720
224,0.102,0.108,20180720
225,0.075,0.076,20180720
226,0.058,0.012,20180720
227,0.095,0.019,20180720
228,0.02,0.022,20180720
229,0.067,0.104,20180720
230,0.091,0.041,20180720
231,0.077,0.107,20180720
232,0.003,0.002,20180720
233,0.033,0.077,20180720
234,0.088,0.066,20180720
237,0.068,0.066,20180720
241,0.099,0.015,20180720
244,0.008,0.038,20180720
245,0.001,0.079,20180720
246,0.082,0.007,20180720
249,0.092,0.027,20180720
250,0.054,0.043,20180720
252,0.082,0.104,20180720
253,0.106,0.031,20180720
254,0.022,0.09,20180720
255,0.11,0.05,20180720
256,0.061,0.039,20180720
257,0.096,0.083,20180720
258,0.076,0.05,20180720
261,0.003,0.031,20180720
262,0.1,0.042,20180720
263,0.014,0.083,20180720
264,0.061,0.018,20180720
265,0.056,0.001,20180720
266,0.012,0.0,20180720
267,0.016,0.068,20180720
268,0.094,0.074,20180720
269,0.085,0.021,20180720
270,0.075,0.043,20180720
271,0.024,0.079,20180720
272,0.067,0.094,20180720
273,0.08,0.103,20180720
274,0.106,0.017,20180720
275,0.03,0.001,20180720
276,0.02,0.034,20180720
281,0.035,0.036,20180720
282,0.063,0.062,20180720
