VOBC, Acc0, Acc1, Date
2,0.046,0.038,20180703
10,0.054,0.041,20180703
11,0.062,0.003,20180703
13,0.04,0.037,20180703
14,0.026,0.059,20180703
18,0.061,0.053,20180703
19,0.03,0.034,20180703
20,0.074,0.012,20180703
22,0.077,0.073,20180703
23,0.009,0.074,20180703
24,0.022,0.02,20180703
25,0.063,0.024,20180703
26,0.076,0.038,20180703
27,0.074,0.003,20180703
28,0.043,0.051,20180703
100,0.047,0.076,20180703
101,0.02,0.015,20180703
102,0.059,0.055,20180703
105,0.056,0.034,20180703
106,0.044,0.007,20180703
110,0.069,0.012,20180703
111,0.074,0.053,20180703
112,0.008,0.007,20180703
113,0.007,0.005,20180703
114,0.034,0.04,20180703
115,0.023,0.074,20180703
116,0.013,0.056,20180703
117,0.048,0.004,20180703
118,0.077,0.059,20180703
119,0.07,0.073,20180703
120,0.043,0.025,20180703
121,0.069,0.073,20180703
122,0.003,0.004,20180703
123,0.043,0.064,20180703
124,0.035,0.022,20180703
125,0.017,0.039,20180703
126,0.068,0.028,20180703
127,0.055,0.067,20180703
128,0.051,0.065,20180703
129,0.0,0.023,20180703
130,0.073,0.06,20180703
131,0.05,0.057,20180703
132,0.054,0.069,20180703
133,0.027,0.037,20180703
134,0.019,0.056,20180703
135,0.056,0.028,20180703
136,0.027,0.002,20180703
137,0.036,0.015,20180703
138,0.062,0.044,20180703
139,0.009,0.014,20180703
140,0.005,0.03,20180703
141,0.036,0.03,20180703
142,0.004,0.03,20180703
143,0.032,0.018,20180703
144,0.008,0.006,20180703
145,0.044,0.026,20180703
146,0.072,0.029,20180703
147,0.049,0.069,20180703
148,0.017,0.051,20180703
151,0.03,0.059,20180703
152,0.07,0.003,20180703
153,0.015,0.014,20180703
154,0.067,0.049,20180703
155,0.024,0.057,20180703
162,0.025,0.0,20180703
163,0.026,0.014,20180703
164,0.077,0.007,20180703
171,0.007,0.036,20180703
172,0.013,0.077,20180703
173,0.006,0.033,20180703
174,0.029,0.025,20180703
175,0.023,0.012,20180703
176,0.016,0.068,20180703
177,0.022,0.023,20180703
178,0.034,0.071,20180703
179,0.065,0.046,20180703
180,0.073,0.01,20180703
181,0.038,0.013,20180703
182,0.001,0.046,20180703
183,0.065,0.001,20180703
184,0.0,0.009,20180703
185,0.057,0.014,20180703
186,0.066,0.029,20180703
187,0.077,0.069,20180703
188,0.016,0.017,20180703
191,0.037,0.012,20180703
192,0.042,0.048,20180703
193,0.075,0.024,20180703
194,0.063,0.023,20180703
195,0.035,0.048,20180703
196,0.076,0.014,20180703
197,0.075,0.038,20180703
199,0.049,0.017,20180703
200,0.062,0.014,20180703
201,0.042,0.049,20180703
202,0.015,0.013,20180703
205,0.026,0.054,20180703
206,0.0,0.026,20180703
211,0.042,0.009,20180703
212,0.027,0.064,20180703
213,0.024,0.074,20180703
214,0.076,0.06,20180703
215,0.072,0.024,20180703
216,0.018,0.036,20180703
219,0.075,0.058,20180703
220,0.013,0.042,20180703
222,0.037,0.014,20180703
223,0.004,0.024,20180703
224,0.057,0.074,20180703
225,0.017,0.004,20180703
226,0.019,0.028,20180703
227,0.012,0.032,20180703
228,0.016,0.07,20180703
229,0.064,0.006,20180703
230,0.04,0.014,20180703
231,0.028,0.069,20180703
232,0.061,0.034,20180703
233,0.038,0.021,20180703
234,0.005,0.069,20180703
237,0.056,0.022,20180703
241,0.024,0.041,20180703
244,0.023,0.016,20180703
245,0.066,0.061,20180703
246,0.042,0.05,20180703
249,0.066,0.039,20180703
250,0.025,0.062,20180703
252,0.012,0.064,20180703
253,0.001,0.04,20180703
254,0.059,0.064,20180703
255,0.064,0.046,20180703
256,0.033,0.038,20180703
257,0.053,0.001,20180703
258,0.033,0.05,20180703
261,0.077,0.046,20180703
262,0.04,0.027,20180703
263,0.019,0.051,20180703
264,0.006,0.036,20180703
265,0.054,0.043,20180703
266,0.063,0.003,20180703
267,0.045,0.061,20180703
268,0.02,0.007,20180703
269,0.021,0.006,20180703
270,0.002,0.067,20180703
271,0.068,0.064,20180703
272,0.057,0.05,20180703
273,0.007,0.075,20180703
274,0.004,0.011,20180703
275,0.044,0.023,20180703
276,0.05,0.071,20180703
281,0.027,0.046,20180703
282,0.05,0.058,20180703
