VOBC, Acc0, Acc1, Date
2,0.005,0.034,20180621
10,0.046,0.04,20180621
11,0.032,0.001,20180621
13,0.037,0.006,20180621
14,0.021,0.037,20180621
18,0.05,0.04,20180621
19,0.032,0.022,20180621
20,0.042,0.022,20180621
22,0.019,0.005,20180621
23,0.022,0.037,20180621
24,0.036,0.017,20180621
25,0.029,0.004,20180621
26,0.02,0.001,20180621
27,0.047,0.016,20180621
28,0.052,0.035,20180621
100,0.0,0.001,20180621
101,0.024,0.025,20180621
102,0.007,0.027,20180621
105,0.043,0.034,20180621
106,0.012,0.02,20180621
110,0.047,0.006,20180621
111,0.008,0.03,20180621
112,0.014,0.04,20180621
113,0.035,0.042,20180621
114,0.035,0.035,20180621
115,0.047,0.032,20180621
116,0.036,0.037,20180621
117,0.034,0.032,20180621
118,0.013,0.023,20180621
119,0.023,0.019,20180621
120,0.001,0.009,20180621
121,0.033,0.024,20180621
122,0.026,0.001,20180621
123,0.0,0.046,20180621
124,0.032,0.01,20180621
125,0.04,0.029,20180621
126,0.022,0.053,20180621
127,0.048,0.038,20180621
128,0.032,0.047,20180621
129,0.022,0.028,20180621
130,0.04,0.004,20180621
131,0.003,0.011,20180621
132,0.0,0.039,20180621
133,0.039,0.013,20180621
134,0.021,0.008,20180621
135,0.034,0.004,20180621
136,0.037,0.0,20180621
137,0.047,0.023,20180621
138,0.014,0.007,20180621
139,0.04,0.012,20180621
140,0.05,0.049,20180621
141,0.033,0.051,20180621
142,0.04,0.029,20180621
143,0.026,0.022,20180621
144,0.047,0.051,20180621
145,0.044,0.012,20180621
146,0.019,0.025,20180621
147,0.035,0.042,20180621
148,0.044,0.03,20180621
151,0.045,0.044,20180621
152,0.002,0.026,20180621
153,0.046,0.046,20180621
154,0.002,0.035,20180621
155,0.05,0.002,20180621
162,0.041,0.015,20180621
163,0.006,0.016,20180621
164,0.038,0.042,20180621
171,0.03,0.005,20180621
172,0.049,0.015,20180621
173,0.043,0.011,20180621
174,0.03,0.021,20180621
175,0.001,0.021,20180621
176,0.044,0.019,20180621
177,0.007,0.023,20180621
178,0.024,0.017,20180621
179,0.022,0.042,20180621
180,0.042,0.029,20180621
181,0.049,0.023,20180621
182,0.009,0.049,20180621
183,0.028,0.052,20180621
184,0.028,0.006,20180621
185,0.013,0.032,20180621
186,0.041,0.042,20180621
187,0.052,0.003,20180621
188,0.053,0.004,20180621
191,0.038,0.039,20180621
192,0.016,0.036,20180621
193,0.049,0.044,20180621
194,0.041,0.04,20180621
195,0.038,0.029,20180621
196,0.035,0.031,20180621
197,0.028,0.028,20180621
199,0.025,0.025,20180621
200,0.018,0.04,20180621
201,0.043,0.027,20180621
202,0.024,0.021,20180621
205,0.033,0.028,20180621
206,0.045,0.032,20180621
211,0.041,0.025,20180621
212,0.018,0.022,20180621
213,0.001,0.0,20180621
214,0.012,0.021,20180621
215,0.013,0.038,20180621
216,0.017,0.005,20180621
219,0.026,0.035,20180621
220,0.003,0.052,20180621
222,0.007,0.018,20180621
223,0.038,0.024,20180621
224,0.0,0.013,20180621
225,0.003,0.043,20180621
226,0.018,0.017,20180621
227,0.028,0.041,20180621
228,0.012,0.044,20180621
229,0.045,0.032,20180621
230,0.004,0.051,20180621
231,0.04,0.044,20180621
232,0.042,0.021,20180621
233,0.027,0.037,20180621
234,0.028,0.043,20180621
237,0.041,0.036,20180621
241,0.014,0.007,20180621
244,0.026,0.003,20180621
245,0.021,0.016,20180621
246,0.019,0.042,20180621
249,0.046,0.042,20180621
250,0.027,0.045,20180621
252,0.036,0.041,20180621
253,0.01,0.016,20180621
254,0.046,0.044,20180621
255,0.002,0.014,20180621
256,0.03,0.038,20180621
257,0.033,0.016,20180621
258,0.025,0.008,20180621
261,0.008,0.023,20180621
262,0.05,0.03,20180621
263,0.042,0.028,20180621
264,0.013,0.011,20180621
265,0.004,0.037,20180621
266,0.041,0.048,20180621
267,0.031,0.024,20180621
268,0.02,0.003,20180621
269,0.052,0.023,20180621
270,0.039,0.031,20180621
271,0.003,0.006,20180621
272,0.031,0.047,20180621
273,0.001,0.008,20180621
274,0.041,0.001,20180621
275,0.003,0.051,20180621
276,0.014,0.045,20180621
281,0.024,0.037,20180621
282,0.033,0.028,20180621
