VOBC, Acc0, Acc1, Date
2,0.059,0.023,20180625
10,0.04,0.054,20180625
11,0.053,0.001,20180625
13,0.018,0.041,20180625
14,0.06,0.061,20180625
18,0.013,0.058,20180625
19,0.022,0.043,20180625
20,0.061,0.009,20180625
22,0.051,0.005,20180625
23,0.047,0.053,20180625
24,0.037,0.017,20180625
25,0.053,0.045,20180625
26,0.011,0.016,20180625
27,0.024,0.011,20180625
28,0.049,0.001,20180625
100,0.039,0.042,20180625
101,0.01,0.028,20180625
102,0.054,0.02,20180625
105,0.051,0.054,20180625
106,0.044,0.054,20180625
110,0.005,0.046,20180625
111,0.001,0.054,20180625
112,0.061,0.048,20180625
113,0.042,0.01,20180625
114,0.009,0.004,20180625
115,0.036,0.043,20180625
116,0.011,0.053,20180625
117,0.056,0.036,20180625
118,0.033,0.014,20180625
119,0.012,0.044,20180625
120,0.06,0.042,20180625
121,0.061,0.045,20180625
122,0.03,0.014,20180625
123,0.058,0.042,20180625
124,0.044,0.043,20180625
125,0.047,0.044,20180625
126,0.0,0.023,20180625
127,0.032,0.044,20180625
128,0.031,0.045,20180625
129,0.058,0.022,20180625
130,0.021,0.032,20180625
131,0.047,0.052,20180625
132,0.009,0.02,20180625
133,0.028,0.013,20180625
134,0.031,0.022,20180625
135,0.017,0.043,20180625
136,0.004,0.015,20180625
137,0.013,0.046,20180625
138,0.006,0.057,20180625
139,0.027,0.023,20180625
140,0.06,0.048,20180625
141,0.021,0.035,20180625
142,0.041,0.013,20180625
143,0.002,0.051,20180625
144,0.03,0.041,20180625
145,0.047,0.057,20180625
146,0.061,0.058,20180625
147,0.01,0.004,20180625
148,0.045,0.018,20180625
151,0.04,0.045,20180625
152,0.023,0.051,20180625
153,0.054,0.008,20180625
154,0.039,0.048,20180625
155,0.042,0.057,20180625
162,0.028,0.024,20180625
163,0.049,0.022,20180625
164,0.053,0.029,20180625
171,0.04,0.038,20180625
172,0.022,0.022,20180625
173,0.008,0.013,20180625
174,0.054,0.016,20180625
175,0.032,0.048,20180625
176,0.007,0.052,20180625
177,0.047,0.034,20180625
178,0.0,0.035,20180625
179,0.018,0.033,20180625
180,0.005,0.005,20180625
181,0.061,0.06,20180625
182,0.018,0.009,20180625
183,0.005,0.048,20180625
184,0.058,0.034,20180625
185,0.026,0.016,20180625
186,0.017,0.01,20180625
187,0.046,0.019,20180625
188,0.058,0.022,20180625
191,0.022,0.027,20180625
192,0.019,0.0,20180625
193,0.009,0.052,20180625
194,0.024,0.049,20180625
195,0.033,0.04,20180625
196,0.033,0.017,20180625
197,0.052,0.036,20180625
199,0.041,0.03,20180625
200,0.039,0.038,20180625
201,0.013,0.055,20180625
202,0.04,0.009,20180625
205,0.055,0.019,20180625
206,0.008,0.022,20180625
211,0.035,0.045,20180625
212,0.024,0.031,20180625
213,0.04,0.01,20180625
214,0.01,0.041,20180625
215,0.021,0.032,20180625
216,0.005,0.044,20180625
219,0.016,0.044,20180625
220,0.047,0.044,20180625
222,0.05,0.026,20180625
223,0.024,0.051,20180625
224,0.053,0.016,20180625
225,0.005,0.027,20180625
226,0.028,0.045,20180625
227,0.032,0.001,20180625
228,0.029,0.02,20180625
229,0.016,0.021,20180625
230,0.013,0.031,20180625
231,0.004,0.001,20180625
232,0.022,0.009,20180625
233,0.0,0.038,20180625
234,0.02,0.056,20180625
237,0.049,0.029,20180625
241,0.038,0.058,20180625
244,0.012,0.042,20180625
245,0.044,0.028,20180625
246,0.037,0.008,20180625
249,0.025,0.0,20180625
250,0.042,0.026,20180625
252,0.056,0.037,20180625
253,0.01,0.015,20180625
254,0.03,0.052,20180625
255,0.031,0.0,20180625
256,0.043,0.007,20180625
257,0.004,0.034,20180625
258,0.036,0.05,20180625
261,0.004,0.04,20180625
262,0.056,0.061,20180625
263,0.015,0.056,20180625
264,0.045,0.019,20180625
265,0.041,0.007,20180625
266,0.031,0.051,20180625
267,0.023,0.04,20180625
268,0.034,0.039,20180625
269,0.04,0.059,20180625
270,0.055,0.018,20180625
271,0.014,0.055,20180625
272,0.036,0.057,20180625
273,0.057,0.034,20180625
274,0.041,0.01,20180625
275,0.05,0.047,20180625
276,0.005,0.029,20180625
281,0.041,0.052,20180625
282,0.026,0.014,20180625
