VOBC, Acc0, Acc1, Date
2,0.092,0.011,20180713
10,0.066,0.003,20180713
11,0.084,0.027,20180713
13,0.018,0.08,20180713
14,0.045,0.074,20180713
18,0.094,0.021,20180713
19,0.049,0.066,20180713
20,0.092,0.002,20180713
22,0.015,0.049,20180713
23,0.055,0.031,20180713
24,0.039,0.059,20180713
25,0.084,0.079,20180713
26,0.087,0.06,20180713
27,0.058,0.041,20180713
28,0.006,0.011,20180713
100,0.065,0.094,20180713
101,0.067,0.061,20180713
102,0.072,0.016,20180713
105,0.019,0.011,20180713
106,0.008,0.008,20180713
110,0.029,0.078,20180713
111,0.043,0.052,20180713
112,0.092,0.059,20180713
113,0.054,0.029,20180713
114,0.041,0.036,20180713
115,0.022,0.057,20180713
116,0.076,0.063,20180713
117,0.057,0.057,20180713
118,0.075,0.006,20180713
119,0.006,0.092,20180713
120,0.015,0.072,20180713
121,0.05,0.029,20180713
122,0.057,0.032,20180713
123,0.065,0.048,20180713
124,0.049,0.04,20180713
125,0.075,0.092,20180713
126,0.029,0.068,20180713
127,0.031,0.079,20180713
128,0.03,0.05,20180713
129,0.033,0.022,20180713
130,0.071,0.084,20180713
131,0.079,0.082,20180713
132,0.017,0.007,20180713
133,0.054,0.053,20180713
134,0.096,0.034,20180713
135,0.004,0.036,20180713
136,0.011,0.094,20180713
137,0.023,0.01,20180713
138,0.037,0.052,20180713
139,0.054,0.022,20180713
140,0.045,0.045,20180713
141,0.088,0.086,20180713
142,0.076,0.077,20180713
143,0.089,0.04,20180713
144,0.02,0.076,20180713
145,0.096,0.044,20180713
146,0.052,0.059,20180713
147,0.047,0.092,20180713
148,0.012,0.012,20180713
151,0.05,0.021,20180713
152,0.04,0.071,20180713
153,0.012,0.01,20180713
154,0.079,0.029,20180713
155,0.079,0.01,20180713
162,0.011,0.061,20180713
163,0.037,0.061,20180713
164,0.083,0.029,20180713
171,0.007,0.066,20180713
172,0.052,0.036,20180713
173,0.041,0.084,20180713
174,0.091,0.019,20180713
175,0.083,0.009,20180713
176,0.006,0.085,20180713
177,0.071,0.042,20180713
178,0.088,0.072,20180713
179,0.031,0.06,20180713
180,0.012,0.019,20180713
181,0.073,0.095,20180713
182,0.006,0.017,20180713
183,0.007,0.069,20180713
184,0.079,0.04,20180713
185,0.006,0.006,20180713
186,0.094,0.085,20180713
187,0.016,0.059,20180713
188,0.043,0.021,20180713
191,0.02,0.012,20180713
192,0.038,0.006,20180713
193,0.019,0.041,20180713
194,0.057,0.059,20180713
195,0.078,0.04,20180713
196,0.049,0.072,20180713
197,0.078,0.065,20180713
199,0.008,0.045,20180713
200,0.004,0.092,20180713
201,0.017,0.04,20180713
202,0.066,0.019,20180713
205,0.083,0.037,20180713
206,0.091,0.022,20180713
211,0.084,0.02,20180713
212,0.032,0.021,20180713
213,0.087,0.086,20180713
214,0.017,0.088,20180713
215,0.069,0.057,20180713
216,0.023,0.061,20180713
219,0.051,0.004,20180713
220,0.083,0.089,20180713
222,0.088,0.059,20180713
223,0.011,0.045,20180713
224,0.056,0.039,20180713
225,0.047,0.068,20180713
226,0.086,0.078,20180713
227,0.035,0.072,20180713
228,0.064,0.06,20180713
229,0.097,0.033,20180713
230,0.005,0.042,20180713
231,0.081,0.076,20180713
232,0.092,0.054,20180713
233,0.047,0.064,20180713
234,0.065,0.025,20180713
237,0.001,0.073,20180713
241,0.087,0.091,20180713
244,0.081,0.044,20180713
245,0.081,0.057,20180713
246,0.066,0.097,20180713
249,0.081,0.019,20180713
250,0.058,0.051,20180713
252,0.04,0.011,20180713
253,0.095,0.077,20180713
254,0.071,0.085,20180713
255,0.08,0.054,20180713
256,0.095,0.002,20180713
257,0.048,0.069,20180713
258,0.081,0.082,20180713
261,0.087,0.031,20180713
262,0.035,0.051,20180713
263,0.061,0.02,20180713
264,0.079,0.076,20180713
265,0.039,0.055,20180713
266,0.026,0.059,20180713
267,0.072,0.075,20180713
268,0.093,0.093,20180713
269,0.042,0.075,20180713
270,0.07,0.076,20180713
271,0.079,0.035,20180713
272,0.095,0.0,20180713
273,0.077,0.026,20180713
274,0.085,0.072,20180713
275,0.074,0.073,20180713
276,0.001,0.067,20180713
281,0.026,0.017,20180713
282,0.038,0.016,20180713
