VOBC, Acc0, Acc1, Date
2,0.002,0.001,20180531
10,0.004,0.002,20180531
11,0.0,0.007,20180531
13,0.0,0.01,20180531
14,0.003,0.009,20180531
18,0.001,0.001,20180531
19,0.005,0.004,20180531
20,0.008,0.009,20180531
22,0.005,0.006,20180531
23,0.006,0.009,20180531
24,0.011,0.004,20180531
25,0.008,0.004,20180531
26,0.002,0.005,20180531
27,0.009,0.009,20180531
28,0.008,0.0,20180531
100,0.005,0.008,20180531
101,0.001,0.008,20180531
102,0.01,0.004,20180531
105,0.001,0.011,20180531
106,0.011,0.002,20180531
110,0.004,0.0,20180531
111,0.009,0.002,20180531
112,0.003,0.007,20180531
113,0.008,0.005,20180531
114,0.007,0.004,20180531
115,0.007,0.01,20180531
116,0.008,0.007,20180531
117,0.004,0.0,20180531
118,0.011,0.003,20180531
119,0.001,0.01,20180531
120,0.0,0.001,20180531
121,0.006,0.011,20180531
122,0.0,0.004,20180531
123,0.002,0.01,20180531
124,0.011,0.005,20180531
125,0.006,0.007,20180531
126,0.01,0.009,20180531
127,0.002,0.001,20180531
128,0.001,0.003,20180531
129,0.002,0.01,20180531
130,0.001,0.0,20180531
131,0.004,0.01,20180531
132,0.001,0.001,20180531
133,0.011,0.008,20180531
134,0.001,0.005,20180531
135,0.004,0.002,20180531
136,0.002,0.006,20180531
137,0.008,0.01,20180531
138,0.01,0.009,20180531
139,0.004,0.0,20180531
140,0.007,0.011,20180531
141,0.002,0.0,20180531
142,0.004,0.009,20180531
143,0.008,0.004,20180531
144,0.001,0.003,20180531
145,0.009,0.004,20180531
146,0.011,0.0,20180531
147,0.006,0.004,20180531
148,0.007,0.003,20180531
151,0.001,0.01,20180531
152,0.005,0.001,20180531
153,0.003,0.011,20180531
154,0.011,0.001,20180531
155,0.005,0.008,20180531
162,0.011,0.009,20180531
163,0.008,0.004,20180531
164,0.01,0.005,20180531
171,0.006,0.004,20180531
172,0.008,0.003,20180531
173,0.011,0.006,20180531
174,0.006,0.002,20180531
175,0.008,0.006,20180531
176,0.0,0.009,20180531
177,0.004,0.007,20180531
178,0.01,0.01,20180531
179,0.011,0.003,20180531
180,0.002,0.009,20180531
181,0.004,0.005,20180531
182,0.004,0.009,20180531
183,0.009,0.011,20180531
184,0.008,0.006,20180531
185,0.002,0.002,20180531
186,0.005,0.008,20180531
187,0.01,0.007,20180531
188,0.008,0.001,20180531
191,0.005,0.0,20180531
192,0.002,0.01,20180531
193,0.007,0.009,20180531
194,0.002,0.005,20180531
195,0.002,0.001,20180531
196,0.007,0.0,20180531
197,0.001,0.004,20180531
199,0.011,0.002,20180531
200,0.002,0.011,20180531
201,0.008,0.003,20180531
202,0.003,0.005,20180531
205,0.011,0.006,20180531
206,0.002,0.009,20180531
211,0.004,0.006,20180531
212,0.008,0.007,20180531
213,0.011,0.009,20180531
214,0.006,0.01,20180531
215,0.002,0.003,20180531
216,0.007,0.01,20180531
219,0.009,0.007,20180531
220,0.007,0.007,20180531
222,0.009,0.011,20180531
223,0.01,0.01,20180531
224,0.01,0.003,20180531
225,0.004,0.009,20180531
226,0.01,0.003,20180531
227,0.006,0.004,20180531
228,0.003,0.011,20180531
229,0.007,0.01,20180531
230,0.004,0.007,20180531
231,0.003,0.009,20180531
232,0.006,0.01,20180531
233,0.011,0.003,20180531
234,0.0,0.002,20180531
237,0.011,0.006,20180531
241,0.0,0.004,20180531
244,0.003,0.001,20180531
245,0.004,0.001,20180531
246,0.004,0.008,20180531
249,0.003,0.007,20180531
250,0.008,0.004,20180531
252,0.002,0.0,20180531
253,0.006,0.01,20180531
254,0.008,0.009,20180531
255,0.008,0.008,20180531
256,0.007,0.011,20180531
257,0.009,0.011,20180531
258,0.008,0.0,20180531
261,0.001,0.009,20180531
262,0.008,0.0,20180531
263,0.006,0.004,20180531
264,0.005,0.005,20180531
265,0.001,0.002,20180531
266,0.007,0.005,20180531
267,0.005,0.009,20180531
268,0.0,0.006,20180531
269,0.011,0.004,20180531
270,0.005,0.003,20180531
271,0.008,0.0,20180531
272,0.011,0.011,20180531
273,0.009,0.011,20180531
274,0.006,0.01,20180531
275,0.004,0.007,20180531
276,0.007,0.005,20180531
281,0.004,0.005,20180531
282,0.011,0.004,20180531
