VOBC, Acc0, Acc1, Date
2,0.069,0.01,20180718
10,0.012,0.099,20180718
11,0.025,0.057,20180718
13,0.065,0.053,20180718
14,0.04,0.04,20180718
18,0.011,0.047,20180718
19,0.0,0.058,20180718
20,0.039,0.063,20180718
22,0.07,0.05,20180718
23,0.048,0.05,20180718
24,0.009,0.038,20180718
25,0.083,0.01,20180718
26,0.034,0.015,20180718
27,0.078,0.061,20180718
28,0.097,0.088,20180718
100,0.045,0.073,20180718
101,0.043,0.023,20180718
102,0.03,0.045,20180718
105,0.064,0.012,20180718
106,0.049,0.056,20180718
110,0.034,0.091,20180718
111,0.077,0.001,20180718
112,0.022,0.098,20180718
113,0.097,0.022,20180718
114,0.054,0.058,20180718
115,0.079,0.068,20180718
116,0.014,0.084,20180718
117,0.031,0.04,20180718
118,0.036,0.02,20180718
119,0.01,0.08,20180718
120,0.096,0.027,20180718
121,0.029,0.103,20180718
122,0.097,0.032,20180718
123,0.055,0.002,20180718
124,0.091,0.031,20180718
125,0.101,0.019,20180718
126,0.021,0.107,20180718
127,0.052,0.088,20180718
128,0.056,0.051,20180718
129,0.068,0.087,20180718
130,0.103,0.074,20180718
131,0.091,0.079,20180718
132,0.001,0.054,20180718
133,0.038,0.044,20180718
134,0.094,0.046,20180718
135,0.018,0.089,20180718
136,0.067,0.069,20180718
137,0.049,0.035,20180718
138,0.004,0.031,20180718
139,0.107,0.096,20180718
140,0.057,0.079,20180718
141,0.102,0.01,20180718
142,0.077,0.065,20180718
143,0.024,0.094,20180718
144,0.012,0.03,20180718
145,0.005,0.099,20180718
146,0.103,0.098,20180718
147,0.042,0.067,20180718
148,0.049,0.011,20180718
151,0.017,0.003,20180718
152,0.096,0.055,20180718
153,0.037,0.005,20180718
154,0.075,0.043,20180718
155,0.03,0.084,20180718
162,0.039,0.095,20180718
163,0.033,0.06,20180718
164,0.091,0.052,20180718
171,0.037,0.103,20180718
172,0.071,0.053,20180718
173,0.054,0.083,20180718
174,0.016,0.068,20180718
175,0.052,0.097,20180718
176,0.097,0.09,20180718
177,0.051,0.103,20180718
178,0.005,0.044,20180718
179,0.06,0.061,20180718
180,0.014,0.01,20180718
181,0.025,0.075,20180718
182,0.048,0.049,20180718
183,0.099,0.011,20180718
184,0.03,0.004,20180718
185,0.077,0.105,20180718
186,0.038,0.092,20180718
187,0.005,0.056,20180718
188,0.025,0.046,20180718
191,0.022,0.029,20180718
192,0.026,0.092,20180718
193,0.075,0.076,20180718
194,0.063,0.005,20180718
195,0.003,0.084,20180718
196,0.076,0.097,20180718
197,0.032,0.094,20180718
199,0.018,0.1,20180718
200,0.055,0.082,20180718
201,0.037,0.072,20180718
202,0.052,0.062,20180718
205,0.099,0.013,20180718
206,0.051,0.097,20180718
211,0.063,0.098,20180718
212,0.054,0.096,20180718
213,0.003,0.015,20180718
214,0.105,0.1,20180718
215,0.002,0.078,20180718
216,0.102,0.103,20180718
219,0.003,0.051,20180718
220,0.094,0.038,20180718
222,0.042,0.041,20180718
223,0.054,0.078,20180718
224,0.014,0.043,20180718
225,0.074,0.007,20180718
226,0.106,0.047,20180718
227,0.035,0.104,20180718
228,0.023,0.041,20180718
229,0.007,0.086,20180718
230,0.048,0.106,20180718
231,0.052,0.043,20180718
232,0.069,0.037,20180718
233,0.04,0.03,20180718
234,0.015,0.045,20180718
237,0.02,0.103,20180718
241,0.106,0.031,20180718
244,0.069,0.033,20180718
245,0.051,0.083,20180718
246,0.031,0.094,20180718
249,0.019,0.095,20180718
250,0.007,0.107,20180718
252,0.101,0.096,20180718
253,0.008,0.063,20180718
254,0.02,0.04,20180718
255,0.039,0.079,20180718
256,0.08,0.01,20180718
257,0.04,0.041,20180718
258,0.102,0.015,20180718
261,0.007,0.041,20180718
262,0.06,0.087,20180718
263,0.073,0.032,20180718
264,0.064,0.063,20180718
265,0.04,0.073,20180718
266,0.066,0.005,20180718
267,0.007,0.05,20180718
268,0.019,0.052,20180718
269,0.006,0.02,20180718
270,0.076,0.093,20180718
271,0.073,0.002,20180718
272,0.042,0.056,20180718
273,0.002,0.083,20180718
274,0.065,0.092,20180718
275,0.073,0.104,20180718
276,0.018,0.102,20180718
281,0.037,0.107,20180718
282,0.071,0.046,20180718
