VOBC, Acc0, Acc1, Date
2,0.047,0.09,20180721
10,0.017,0.007,20180721
11,0.049,0.01,20180721
13,0.019,0.011,20180721
14,0.04,0.067,20180721
18,0.027,0.064,20180721
19,0.007,0.071,20180721
20,0.003,0.067,20180721
22,0.062,0.027,20180721
23,0.075,0.018,20180721
24,0.03,0.11,20180721
25,0.054,0.015,20180721
26,0.017,0.06,20180721
27,0.084,0.009,20180721
28,0.008,0.063,20180721
100,0.079,0.021,20180721
101,0.022,0.039,20180721
102,0.082,0.065,20180721
105,0.06,0.038,20180721
106,0.066,0.059,20180721
110,0.032,0.108,20180721
111,0.083,0.042,20180721
112,0.043,0.032,20180721
113,0.089,0.011,20180721
114,0.048,0.028,20180721
115,0.059,0.058,20180721
116,0.105,0.051,20180721
117,0.0,0.107,20180721
118,0.039,0.113,20180721
119,0.034,0.029,20180721
120,0.008,0.083,20180721
121,0.015,0.089,20180721
122,0.045,0.056,20180721
123,0.103,0.109,20180721
124,0.006,0.061,20180721
125,0.111,0.016,20180721
126,0.039,0.017,20180721
127,0.034,0.073,20180721
128,0.006,0.049,20180721
129,0.11,0.066,20180721
130,0.011,0.093,20180721
131,0.086,0.06,20180721
132,0.092,0.052,20180721
133,0.089,0.013,20180721
134,0.013,0.044,20180721
135,0.025,0.057,20180721
136,0.039,0.097,20180721
137,0.113,0.018,20180721
138,0.052,0.01,20180721
139,0.054,0.047,20180721
140,0.101,0.068,20180721
141,0.082,0.081,20180721
142,0.112,0.108,20180721
143,0.068,0.046,20180721
144,0.061,0.051,20180721
145,0.025,0.073,20180721
146,0.021,0.012,20180721
147,0.107,0.088,20180721
148,0.066,0.025,20180721
151,0.048,0.032,20180721
152,0.046,0.082,20180721
153,0.11,0.016,20180721
154,0.11,0.054,20180721
155,0.045,0.001,20180721
162,0.043,0.032,20180721
163,0.056,0.068,20180721
164,0.094,0.056,20180721
171,0.068,0.065,20180721
172,0.102,0.108,20180721
173,0.027,0.046,20180721
174,0.098,0.062,20180721
175,0.044,0.062,20180721
176,0.095,0.006,20180721
177,0.056,0.006,20180721
178,0.05,0.095,20180721
179,0.023,0.112,20180721
180,0.104,0.019,20180721
181,0.109,0.078,20180721
182,0.076,0.018,20180721
183,0.096,0.096,20180721
184,0.061,0.098,20180721
185,0.085,0.106,20180721
186,0.084,0.095,20180721
187,0.049,0.071,20180721
188,0.011,0.069,20180721
191,0.079,0.067,20180721
192,0.018,0.005,20180721
193,0.04,0.069,20180721
194,0.074,0.058,20180721
195,0.01,0.106,20180721
196,0.021,0.088,20180721
197,0.028,0.041,20180721
199,0.001,0.011,20180721
200,0.048,0.029,20180721
201,0.009,0.004,20180721
202,0.0,0.049,20180721
205,0.037,0.112,20180721
206,0.057,0.112,20180721
211,0.063,0.104,20180721
212,0.053,0.003,20180721
213,0.09,0.018,20180721
214,0.057,0.021,20180721
215,0.031,0.01,20180721
216,0.035,0.046,20180721
219,0.066,0.056,20180721
220,0.031,0.021,20180721
222,0.085,0.032,20180721
223,0.038,0.085,20180721
224,0.009,0.06,20180721
225,0.093,0.112,20180721
226,0.04,0.046,20180721
227,0.039,0.098,20180721
228,0.06,0.101,20180721
229,0.041,0.011,20180721
230,0.015,0.028,20180721
231,0.01,0.078,20180721
232,0.019,0.047,20180721
233,0.04,0.031,20180721
234,0.07,0.094,20180721
237,0.078,0.011,20180721
241,0.02,0.109,20180721
244,0.089,0.052,20180721
245,0.029,0.091,20180721
246,0.104,0.049,20180721
249,0.061,0.063,20180721
250,0.105,0.054,20180721
252,0.074,0.0,20180721
253,0.01,0.056,20180721
254,0.0,0.05,20180721
255,0.062,0.043,20180721
256,0.079,0.037,20180721
257,0.09,0.068,20180721
258,0.028,0.001,20180721
261,0.067,0.017,20180721
262,0.078,0.086,20180721
263,0.059,0.111,20180721
264,0.059,0.053,20180721
265,0.055,0.028,20180721
266,0.091,0.109,20180721
267,0.042,0.019,20180721
268,0.022,0.072,20180721
269,0.033,0.018,20180721
270,0.052,0.113,20180721
271,0.019,0.022,20180721
272,0.029,0.03,20180721
273,0.066,0.098,20180721
274,0.096,0.061,20180721
275,0.044,0.025,20180721
276,0.022,0.072,20180721
281,0.053,0.034,20180721
282,0.055,0.032,20180721
