VOBC, Acc0, Acc1, Date
2,0.065,0.083,20180711
10,0.045,0.067,20180711
11,0.059,0.075,20180711
13,0.021,0.068,20180711
14,0.04,0.012,20180711
18,0.023,0.003,20180711
19,0.047,0.022,20180711
20,0.04,0.045,20180711
22,0.023,0.028,20180711
23,0.028,0.067,20180711
24,0.017,0.062,20180711
25,0.065,0.02,20180711
26,0.046,0.058,20180711
27,0.042,0.031,20180711
28,0.002,0.092,20180711
100,0.052,0.068,20180711
101,0.072,0.066,20180711
102,0.046,0.053,20180711
105,0.08,0.002,20180711
106,0.012,0.043,20180711
110,0.035,0.085,20180711
111,0.044,0.091,20180711
112,0.046,0.056,20180711
113,0.055,0.087,20180711
114,0.001,0.055,20180711
115,0.082,0.083,20180711
116,0.04,0.011,20180711
117,0.07,0.017,20180711
118,0.032,0.085,20180711
119,0.049,0.065,20180711
120,0.021,0.05,20180711
121,0.014,0.063,20180711
122,0.022,0.05,20180711
123,0.087,0.003,20180711
124,0.012,0.023,20180711
125,0.027,0.027,20180711
126,0.004,0.017,20180711
127,0.019,0.024,20180711
128,0.051,0.089,20180711
129,0.09,0.086,20180711
130,0.036,0.072,20180711
131,0.007,0.061,20180711
132,0.078,0.003,20180711
133,0.057,0.015,20180711
134,0.074,0.057,20180711
135,0.087,0.022,20180711
136,0.045,0.083,20180711
137,0.071,0.005,20180711
138,0.024,0.046,20180711
139,0.065,0.01,20180711
140,0.028,0.069,20180711
141,0.073,0.031,20180711
142,0.079,0.022,20180711
143,0.083,0.002,20180711
144,0.006,0.088,20180711
145,0.054,0.068,20180711
146,0.063,0.083,20180711
147,0.07,0.087,20180711
148,0.085,0.037,20180711
151,0.061,0.053,20180711
152,0.033,0.027,20180711
153,0.026,0.03,20180711
154,0.025,0.041,20180711
155,0.073,0.062,20180711
162,0.019,0.063,20180711
163,0.064,0.085,20180711
164,0.082,0.053,20180711
171,0.05,0.062,20180711
172,0.087,0.044,20180711
173,0.017,0.089,20180711
174,0.072,0.051,20180711
175,0.05,0.012,20180711
176,0.052,0.092,20180711
177,0.034,0.05,20180711
178,0.013,0.027,20180711
179,0.05,0.069,20180711
180,0.037,0.081,20180711
181,0.013,0.031,20180711
182,0.02,0.068,20180711
183,0.092,0.074,20180711
184,0.009,0.017,20180711
185,0.062,0.035,20180711
186,0.08,0.025,20180711
187,0.025,0.088,20180711
188,0.09,0.035,20180711
191,0.018,0.068,20180711
192,0.018,0.041,20180711
193,0.024,0.039,20180711
194,0.028,0.067,20180711
195,0.038,0.004,20180711
196,0.024,0.039,20180711
197,0.081,0.079,20180711
199,0.04,0.028,20180711
200,0.047,0.073,20180711
201,0.069,0.093,20180711
202,0.055,0.055,20180711
205,0.074,0.073,20180711
206,0.081,0.031,20180711
211,0.05,0.012,20180711
212,0.046,0.026,20180711
213,0.071,0.08,20180711
214,0.064,0.018,20180711
215,0.049,0.091,20180711
216,0.064,0.024,20180711
219,0.027,0.025,20180711
220,0.05,0.049,20180711
222,0.082,0.058,20180711
223,0.045,0.015,20180711
224,0.055,0.057,20180711
225,0.072,0.024,20180711
226,0.062,0.03,20180711
227,0.007,0.059,20180711
228,0.078,0.03,20180711
229,0.022,0.058,20180711
230,0.015,0.051,20180711
231,0.023,0.079,20180711
232,0.065,0.062,20180711
233,0.049,0.089,20180711
234,0.059,0.052,20180711
237,0.042,0.015,20180711
241,0.033,0.083,20180711
244,0.033,0.03,20180711
245,0.09,0.046,20180711
246,0.031,0.067,20180711
249,0.039,0.036,20180711
250,0.028,0.076,20180711
252,0.078,0.022,20180711
253,0.081,0.082,20180711
254,0.084,0.076,20180711
255,0.054,0.077,20180711
256,0.074,0.059,20180711
257,0.084,0.012,20180711
258,0.08,0.05,20180711
261,0.019,0.016,20180711
262,0.055,0.073,20180711
263,0.02,0.06,20180711
264,0.089,0.009,20180711
265,0.09,0.009,20180711
266,0.024,0.088,20180711
267,0.025,0.092,20180711
268,0.059,0.04,20180711
269,0.034,0.084,20180711
270,0.008,0.002,20180711
271,0.066,0.011,20180711
272,0.058,0.003,20180711
273,0.083,0.003,20180711
274,0.001,0.001,20180711
275,0.036,0.029,20180711
276,0.062,0.04,20180711
281,0.015,0.088,20180711
282,0.086,0.061,20180711
