VOBC, Acc0, Acc1, Date
2,0.1,0.068,20180715
10,0.089,0.022,20180715
11,0.02,0.048,20180715
13,0.064,0.025,20180715
14,0.051,0.007,20180715
18,0.095,0.068,20180715
19,0.087,0.027,20180715
20,0.089,0.044,20180715
22,0.0,0.013,20180715
23,0.097,0.005,20180715
24,0.079,0.048,20180715
25,0.094,0.06,20180715
26,0.037,0.011,20180715
27,0.01,0.031,20180715
28,0.048,0.001,20180715
100,0.0,0.013,20180715
101,0.007,0.064,20180715
102,0.039,0.052,20180715
105,0.05,0.004,20180715
106,0.097,0.023,20180715
110,0.064,0.097,20180715
111,0.048,0.001,20180715
112,0.017,0.097,20180715
113,0.036,0.038,20180715
114,0.047,0.01,20180715
115,0.017,0.025,20180715
116,0.002,0.015,20180715
117,0.034,0.042,20180715
118,0.065,0.085,20180715
119,0.025,0.006,20180715
120,0.067,0.085,20180715
121,0.034,0.007,20180715
122,0.095,0.032,20180715
123,0.014,0.048,20180715
124,0.046,0.075,20180715
125,0.069,0.063,20180715
126,0.057,0.077,20180715
127,0.069,0.078,20180715
128,0.042,0.095,20180715
129,0.074,0.075,20180715
130,0.075,0.038,20180715
131,0.047,0.001,20180715
132,0.06,0.012,20180715
133,0.026,0.067,20180715
134,0.018,0.077,20180715
135,0.011,0.056,20180715
136,0.066,0.028,20180715
137,0.064,0.049,20180715
138,0.025,0.023,20180715
139,0.079,0.042,20180715
140,0.034,0.006,20180715
141,0.032,0.02,20180715
142,0.094,0.033,20180715
143,0.099,0.085,20180715
144,0.033,0.046,20180715
145,0.098,0.101,20180715
146,0.09,0.066,20180715
147,0.035,0.098,20180715
148,0.009,0.016,20180715
151,0.091,0.037,20180715
152,0.061,0.092,20180715
153,0.029,0.02,20180715
154,0.022,0.051,20180715
155,0.095,0.095,20180715
162,0.064,0.046,20180715
163,0.017,0.08,20180715
164,0.08,0.006,20180715
171,0.035,0.09,20180715
172,0.057,0.035,20180715
173,0.026,0.09,20180715
174,0.003,0.035,20180715
175,0.04,0.049,20180715
176,0.081,0.056,20180715
177,0.001,0.063,20180715
178,0.014,0.003,20180715
179,0.07,0.075,20180715
180,0.044,0.036,20180715
181,0.0,0.028,20180715
182,0.078,0.048,20180715
183,0.006,0.013,20180715
184,0.101,0.082,20180715
185,0.091,0.088,20180715
186,0.049,0.039,20180715
187,0.043,0.063,20180715
188,0.02,0.062,20180715
191,0.064,0.096,20180715
192,0.046,0.068,20180715
193,0.04,0.1,20180715
194,0.056,0.034,20180715
195,0.051,0.013,20180715
196,0.042,0.017,20180715
197,0.047,0.035,20180715
199,0.012,0.1,20180715
200,0.023,0.088,20180715
201,0.071,0.013,20180715
202,0.006,0.04,20180715
205,0.072,0.087,20180715
206,0.078,0.018,20180715
211,0.059,0.086,20180715
212,0.082,0.041,20180715
213,0.04,0.006,20180715
214,0.008,0.078,20180715
215,0.021,0.029,20180715
216,0.037,0.075,20180715
219,0.094,0.034,20180715
220,0.088,0.025,20180715
222,0.09,0.086,20180715
223,0.029,0.057,20180715
224,0.075,0.062,20180715
225,0.075,0.016,20180715
226,0.02,0.044,20180715
227,0.06,0.057,20180715
228,0.066,0.044,20180715
229,0.012,0.089,20180715
230,0.043,0.061,20180715
231,0.013,0.071,20180715
232,0.087,0.094,20180715
233,0.066,0.079,20180715
234,0.075,0.029,20180715
237,0.003,0.089,20180715
241,0.072,0.0,20180715
244,0.087,0.056,20180715
245,0.055,0.07,20180715
246,0.021,0.081,20180715
249,0.069,0.039,20180715
250,0.028,0.094,20180715
252,0.035,0.043,20180715
253,0.088,0.009,20180715
254,0.01,0.042,20180715
255,0.001,0.006,20180715
256,0.032,0.085,20180715
257,0.072,0.08,20180715
258,0.084,0.095,20180715
261,0.034,0.027,20180715
262,0.072,0.071,20180715
263,0.059,0.1,20180715
264,0.085,0.09,20180715
265,0.0,0.022,20180715
266,0.077,0.007,20180715
267,0.061,0.022,20180715
268,0.016,0.044,20180715
269,0.012,0.016,20180715
270,0.072,0.0,20180715
271,0.038,0.1,20180715
272,0.052,0.094,20180715
273,0.044,0.055,20180715
274,0.0,0.012,20180715
275,0.094,0.06,20180715
276,0.012,0.008,20180715
281,0.066,0.015,20180715
282,0.062,0.069,20180715
