VOBC, Acc0, Acc1, Date
2,0.015,0.112,20180722
10,0.102,0.09,20180722
11,0.104,0.057,20180722
13,0.021,0.061,20180722
14,0.008,0.007,20180722
18,0.089,0.033,20180722
19,0.11,0.022,20180722
20,0.083,0.078,20180722
22,0.034,0.048,20180722
23,0.071,0.041,20180722
24,0.082,0.009,20180722
25,0.052,0.05,20180722
26,0.034,0.089,20180722
27,0.082,0.105,20180722
28,0.001,0.049,20180722
100,0.048,0.111,20180722
101,0.02,0.113,20180722
102,0.093,0.042,20180722
105,0.062,0.046,20180722
106,0.054,0.036,20180722
110,0.091,0.089,20180722
111,0.027,0.038,20180722
112,0.039,0.078,20180722
113,0.097,0.028,20180722
114,0.031,0.008,20180722
115,0.013,0.082,20180722
116,0.092,0.007,20180722
117,0.092,0.008,20180722
118,0.046,0.019,20180722
119,0.039,0.063,20180722
120,0.113,0.091,20180722
121,0.049,0.054,20180722
122,0.009,0.037,20180722
123,0.073,0.104,20180722
124,0.024,0.059,20180722
125,0.053,0.052,20180722
126,0.1,0.038,20180722
127,0.053,0.06,20180722
128,0.074,0.052,20180722
129,0.049,0.07,20180722
130,0.107,0.092,20180722
131,0.04,0.001,20180722
132,0.002,0.022,20180722
133,0.088,0.052,20180722
134,0.089,0.095,20180722
135,0.01,0.014,20180722
136,0.034,0.004,20180722
137,0.08,0.039,20180722
138,0.039,0.071,20180722
139,0.044,0.091,20180722
140,0.032,0.092,20180722
141,0.025,0.009,20180722
142,0.062,0.09,20180722
143,0.008,0.038,20180722
144,0.075,0.066,20180722
145,0.015,0.015,20180722
146,0.005,0.081,20180722
147,0.091,0.022,20180722
148,0.033,0.09,20180722
151,0.054,0.111,20180722
152,0.112,0.065,20180722
153,0.046,0.073,20180722
154,0.107,0.02,20180722
155,0.004,0.043,20180722
162,0.037,0.071,20180722
163,0.023,0.114,20180722
164,0.074,0.029,20180722
171,0.002,0.026,20180722
172,0.035,0.104,20180722
173,0.053,0.067,20180722
174,0.07,0.071,20180722
175,0.095,0.016,20180722
176,0.012,0.04,20180722
177,0.09,0.107,20180722
178,0.058,0.042,20180722
179,0.09,0.034,20180722
180,0.099,0.086,20180722
181,0.067,0.078,20180722
182,0.091,0.07,20180722
183,0.085,0.106,20180722
184,0.09,0.09,20180722
185,0.063,0.023,20180722
186,0.03,0.074,20180722
187,0.092,0.104,20180722
188,0.041,0.112,20180722
191,0.085,0.017,20180722
192,0.051,0.003,20180722
193,0.013,0.096,20180722
194,0.06,0.107,20180722
195,0.054,0.011,20180722
196,0.043,0.021,20180722
197,0.068,0.0,20180722
199,0.078,0.004,20180722
200,0.077,0.071,20180722
201,0.091,0.063,20180722
202,0.006,0.093,20180722
205,0.093,0.088,20180722
206,0.033,0.011,20180722
211,0.027,0.014,20180722
212,0.029,0.078,20180722
213,0.107,0.072,20180722
214,0.114,0.067,20180722
215,0.016,0.086,20180722
216,0.078,0.023,20180722
219,0.07,0.021,20180722
220,0.05,0.107,20180722
222,0.021,0.023,20180722
223,0.103,0.001,20180722
224,0.039,0.089,20180722
225,0.109,0.097,20180722
226,0.054,0.074,20180722
227,0.11,0.11,20180722
228,0.085,0.079,20180722
229,0.088,0.093,20180722
230,0.022,0.051,20180722
231,0.115,0.082,20180722
232,0.092,0.073,20180722
233,0.102,0.072,20180722
234,0.0,0.076,20180722
237,0.093,0.063,20180722
241,0.052,0.092,20180722
244,0.045,0.086,20180722
245,0.111,0.015,20180722
246,0.083,0.108,20180722
249,0.002,0.032,20180722
250,0.073,0.039,20180722
252,0.028,0.107,20180722
253,0.083,0.071,20180722
254,0.047,0.105,20180722
255,0.082,0.079,20180722
256,0.101,0.11,20180722
257,0.007,0.023,20180722
258,0.011,0.07,20180722
261,0.017,0.006,20180722
262,0.051,0.049,20180722
263,0.085,0.107,20180722
264,0.011,0.11,20180722
265,0.059,0.01,20180722
266,0.016,0.019,20180722
267,0.107,0.104,20180722
268,0.079,0.09,20180722
269,0.014,0.044,20180722
270,0.073,0.07,20180722
271,0.068,0.035,20180722
272,0.1,0.07,20180722
273,0.081,0.107,20180722
274,0.046,0.013,20180722
275,0.005,0.044,20180722
276,0.039,0.039,20180722
281,0.042,0.077,20180722
282,0.03,0.026,20180722
