VOBC, Acc0, Acc1, Date
2,0.035,0.038,20180629
10,0.028,0.005,20180629
11,0.053,0.042,20180629
13,0.066,0.049,20180629
14,0.034,0.067,20180629
18,0.042,0.011,20180629
19,0.022,0.022,20180629
20,0.014,0.064,20180629
22,0.055,0.0,20180629
23,0.008,0.023,20180629
24,0.068,0.053,20180629
25,0.002,0.01,20180629
26,0.026,0.019,20180629
27,0.018,0.029,20180629
28,0.055,0.004,20180629
100,0.003,0.017,20180629
101,0.05,0.034,20180629
102,0.056,0.011,20180629
105,0.032,0.028,20180629
106,0.04,0.037,20180629
110,0.026,0.056,20180629
111,0.047,0.069,20180629
112,0.042,0.06,20180629
113,0.014,0.014,20180629
114,0.002,0.044,20180629
115,0.01,0.025,20180629
116,0.027,0.011,20180629
117,0.02,0.041,20180629
118,0.047,0.059,20180629
119,0.056,0.065,20180629
120,0.061,0.018,20180629
121,0.007,0.049,20180629
122,0.03,0.061,20180629
123,0.019,0.025,20180629
124,0.037,0.033,20180629
125,0.022,0.047,20180629
126,0.036,0.059,20180629
127,0.064,0.006,20180629
128,0.047,0.012,20180629
129,0.06,0.0,20180629
130,0.047,0.002,20180629
131,0.02,0.041,20180629
132,0.004,0.054,20180629
133,0.021,0.045,20180629
134,0.018,0.03,20180629
135,0.04,0.062,20180629
136,0.027,0.023,20180629
137,0.033,0.049,20180629
138,0.002,0.02,20180629
139,0.039,0.002,20180629
140,0.049,0.025,20180629
141,0.069,0.03,20180629
142,0.041,0.016,20180629
143,0.064,0.03,20180629
144,0.025,0.06,20180629
145,0.028,0.0,20180629
146,0.041,0.003,20180629
147,0.033,0.005,20180629
148,0.016,0.028,20180629
151,0.031,0.04,20180629
152,0.015,0.03,20180629
153,0.022,0.003,20180629
154,0.045,0.065,20180629
155,0.027,0.059,20180629
162,0.054,0.037,20180629
163,0.011,0.044,20180629
164,0.064,0.035,20180629
171,0.058,0.065,20180629
172,0.049,0.069,20180629
173,0.039,0.058,20180629
174,0.016,0.037,20180629
175,0.038,0.022,20180629
176,0.036,0.032,20180629
177,0.037,0.01,20180629
178,0.065,0.004,20180629
179,0.032,0.044,20180629
180,0.057,0.007,20180629
181,0.005,0.033,20180629
182,0.022,0.041,20180629
183,0.011,0.018,20180629
184,0.042,0.0,20180629
185,0.044,0.063,20180629
186,0.055,0.021,20180629
187,0.014,0.015,20180629
188,0.004,0.032,20180629
191,0.056,0.049,20180629
192,0.048,0.039,20180629
193,0.006,0.048,20180629
194,0.006,0.032,20180629
195,0.067,0.048,20180629
196,0.032,0.055,20180629
197,0.023,0.044,20180629
199,0.067,0.048,20180629
200,0.059,0.025,20180629
201,0.052,0.059,20180629
202,0.011,0.033,20180629
205,0.025,0.057,20180629
206,0.029,0.046,20180629
211,0.014,0.041,20180629
212,0.026,0.057,20180629
213,0.022,0.052,20180629
214,0.06,0.067,20180629
215,0.015,0.028,20180629
216,0.042,0.001,20180629
219,0.058,0.014,20180629
220,0.027,0.049,20180629
222,0.021,0.037,20180629
223,0.045,0.017,20180629
224,0.05,0.002,20180629
225,0.026,0.06,20180629
226,0.052,0.018,20180629
227,0.033,0.043,20180629
228,0.024,0.011,20180629
229,0.0,0.038,20180629
230,0.046,0.057,20180629
231,0.012,0.056,20180629
232,0.004,0.046,20180629
233,0.031,0.034,20180629
234,0.019,0.034,20180629
237,0.007,0.069,20180629
241,0.003,0.01,20180629
244,0.013,0.011,20180629
245,0.05,0.056,20180629
246,0.025,0.06,20180629
249,0.036,0.051,20180629
250,0.009,0.065,20180629
252,0.023,0.013,20180629
253,0.068,0.029,20180629
254,0.04,0.004,20180629
255,0.065,0.053,20180629
256,0.055,0.036,20180629
257,0.05,0.038,20180629
258,0.009,0.023,20180629
261,0.042,0.059,20180629
262,0.007,0.008,20180629
263,0.033,0.061,20180629
264,0.038,0.009,20180629
265,0.023,0.021,20180629
266,0.018,0.055,20180629
267,0.023,0.034,20180629
268,0.01,0.019,20180629
269,0.057,0.006,20180629
270,0.014,0.036,20180629
271,0.011,0.016,20180629
272,0.001,0.069,20180629
273,0.029,0.009,20180629
274,0.06,0.065,20180629
275,0.015,0.0,20180629
276,0.0,0.067,20180629
281,0.065,0.026,20180629
282,0.058,0.021,20180629
