VOBC, Acc0, Acc1, Date
2,0.017,0.026,20180706
10,0.034,0.041,20180706
11,0.028,0.061,20180706
13,0.011,0.024,20180706
14,0.001,0.026,20180706
18,0.079,0.03,20180706
19,0.072,0.035,20180706
20,0.02,0.012,20180706
22,0.075,0.029,20180706
23,0.014,0.037,20180706
24,0.046,0.035,20180706
25,0.001,0.012,20180706
26,0.019,0.028,20180706
27,0.01,0.007,20180706
28,0.046,0.037,20180706
100,0.08,0.042,20180706
101,0.064,0.073,20180706
102,0.045,0.078,20180706
105,0.083,0.061,20180706
106,0.041,0.063,20180706
110,0.045,0.002,20180706
111,0.08,0.016,20180706
112,0.003,0.068,20180706
113,0.058,0.006,20180706
114,0.074,0.056,20180706
115,0.043,0.04,20180706
116,0.065,0.022,20180706
117,0.078,0.017,20180706
118,0.048,0.058,20180706
119,0.014,0.008,20180706
120,0.023,0.074,20180706
121,0.067,0.051,20180706
122,0.006,0.062,20180706
123,0.054,0.036,20180706
124,0.083,0.063,20180706
125,0.063,0.056,20180706
126,0.013,0.032,20180706
127,0.025,0.026,20180706
128,0.011,0.046,20180706
129,0.006,0.079,20180706
130,0.043,0.063,20180706
131,0.042,0.044,20180706
132,0.037,0.052,20180706
133,0.025,0.012,20180706
134,0.004,0.014,20180706
135,0.024,0.078,20180706
136,0.023,0.037,20180706
137,0.016,0.011,20180706
138,0.061,0.043,20180706
139,0.068,0.04,20180706
140,0.062,0.024,20180706
141,0.031,0.01,20180706
142,0.021,0.062,20180706
143,0.019,0.057,20180706
144,0.044,0.036,20180706
145,0.08,0.015,20180706
146,0.055,0.024,20180706
147,0.003,0.013,20180706
148,0.016,0.078,20180706
151,0.031,0.079,20180706
152,0.012,0.072,20180706
153,0.034,0.039,20180706
154,0.008,0.052,20180706
155,0.075,0.005,20180706
162,0.074,0.078,20180706
163,0.026,0.059,20180706
164,0.043,0.081,20180706
171,0.083,0.018,20180706
172,0.076,0.02,20180706
173,0.052,0.017,20180706
174,0.074,0.013,20180706
175,0.058,0.058,20180706
176,0.071,0.065,20180706
177,0.061,0.072,20180706
178,0.033,0.028,20180706
179,0.058,0.021,20180706
180,0.01,0.04,20180706
181,0.032,0.081,20180706
182,0.021,0.03,20180706
183,0.036,0.022,20180706
184,0.075,0.006,20180706
185,0.002,0.078,20180706
186,0.021,0.067,20180706
187,0.037,0.044,20180706
188,0.072,0.031,20180706
191,0.053,0.077,20180706
192,0.045,0.028,20180706
193,0.051,0.032,20180706
194,0.052,0.022,20180706
195,0.055,0.042,20180706
196,0.069,0.004,20180706
197,0.077,0.05,20180706
199,0.052,0.044,20180706
200,0.022,0.054,20180706
201,0.081,0.071,20180706
202,0.075,0.072,20180706
205,0.007,0.011,20180706
206,0.032,0.058,20180706
211,0.027,0.037,20180706
212,0.038,0.055,20180706
213,0.075,0.039,20180706
214,0.026,0.069,20180706
215,0.019,0.005,20180706
216,0.007,0.045,20180706
219,0.017,0.012,20180706
220,0.076,0.059,20180706
222,0.069,0.0,20180706
223,0.053,0.044,20180706
224,0.007,0.074,20180706
225,0.03,0.024,20180706
226,0.008,0.057,20180706
227,0.007,0.027,20180706
228,0.035,0.014,20180706
229,0.064,0.033,20180706
230,0.063,0.054,20180706
231,0.065,0.079,20180706
232,0.054,0.025,20180706
233,0.003,0.065,20180706
234,0.075,0.025,20180706
237,0.023,0.031,20180706
241,0.033,0.064,20180706
244,0.034,0.023,20180706
245,0.078,0.004,20180706
246,0.056,0.066,20180706
249,0.073,0.038,20180706
250,0.08,0.061,20180706
252,0.004,0.051,20180706
253,0.022,0.042,20180706
254,0.004,0.021,20180706
255,0.067,0.069,20180706
256,0.045,0.079,20180706
257,0.066,0.064,20180706
258,0.033,0.051,20180706
261,0.008,0.05,20180706
262,0.024,0.068,20180706
263,0.038,0.043,20180706
264,0.021,0.035,20180706
265,0.018,0.08,20180706
266,0.029,0.066,20180706
267,0.049,0.033,20180706
268,0.005,0.015,20180706
269,0.013,0.051,20180706
270,0.017,0.022,20180706
271,0.056,0.017,20180706
272,0.049,0.011,20180706
273,0.078,0.029,20180706
274,0.04,0.006,20180706
275,0.065,0.022,20180706
276,0.028,0.053,20180706
281,0.063,0.002,20180706
282,0.001,0.083,20180706
