VOBC, Acc0, Acc1, Date
2,0.021,0.006,20180607
10,0.014,0.024,20180607
11,0.011,0.013,20180607
13,0.006,0.023,20180607
14,0.0,0.024,20180607
18,0.003,0.019,20180607
19,0.021,0.02,20180607
20,0.015,0.012,20180607
22,0.017,0.004,20180607
23,0.002,0.013,20180607
24,0.005,0.019,20180607
25,0.012,0.013,20180607
26,0.011,0.001,20180607
27,0.0,0.0,20180607
28,0.014,0.018,20180607
100,0.016,0.002,20180607
101,0.003,0.003,20180607
102,0.02,0.019,20180607
105,0.023,0.018,20180607
106,0.003,0.02,20180607
110,0.01,0.022,20180607
111,0.013,0.013,20180607
112,0.0,0.025,20180607
113,0.003,0.013,20180607
114,0.016,0.014,20180607
115,0.001,0.011,20180607
116,0.003,0.005,20180607
117,0.006,0.006,20180607
118,0.006,0.017,20180607
119,0.003,0.012,20180607
120,0.0,0.006,20180607
121,0.009,0.013,20180607
122,0.008,0.006,20180607
123,0.006,0.014,20180607
124,0.023,0.013,20180607
125,0.02,0.019,20180607
126,0.009,0.009,20180607
127,0.0,0.004,20180607
128,0.013,0.002,20180607
129,0.017,0.013,20180607
130,0.019,0.017,20180607
131,0.0,0.009,20180607
132,0.025,0.024,20180607
133,0.022,0.012,20180607
134,0.009,0.011,20180607
135,0.006,0.016,20180607
136,0.014,0.013,20180607
137,0.017,0.019,20180607
138,0.007,0.016,20180607
139,0.014,0.016,20180607
140,0.02,0.012,20180607
141,0.017,0.001,20180607
142,0.018,0.023,20180607
143,0.023,0.005,20180607
144,0.016,0.025,20180607
145,0.02,0.012,20180607
146,0.023,0.021,20180607
147,0.021,0.008,20180607
148,0.022,0.0,20180607
151,0.024,0.024,20180607
152,0.024,0.011,20180607
153,0.008,0.01,20180607
154,0.013,0.019,20180607
155,0.013,0.008,20180607
162,0.007,0.021,20180607
163,0.013,0.004,20180607
164,0.01,0.022,20180607
171,0.006,0.013,20180607
172,0.006,0.017,20180607
173,0.009,0.006,20180607
174,0.012,0.001,20180607
175,0.017,0.022,20180607
176,0.009,0.021,20180607
177,0.015,0.012,20180607
178,0.007,0.002,20180607
179,0.004,0.018,20180607
180,0.02,0.008,20180607
181,0.004,0.002,20180607
182,0.005,0.01,20180607
183,0.005,0.006,20180607
184,0.002,0.011,20180607
185,0.005,0.016,20180607
186,0.012,0.021,20180607
187,0.013,0.013,20180607
188,0.012,0.003,20180607
191,0.011,0.013,20180607
192,0.001,0.018,20180607
193,0.002,0.007,20180607
194,0.017,0.006,20180607
195,0.003,0.006,20180607
196,0.006,0.021,20180607
197,0.005,0.008,20180607
199,0.013,0.008,20180607
200,0.007,0.008,20180607
201,0.01,0.023,20180607
202,0.025,0.002,20180607
205,0.017,0.024,20180607
206,0.002,0.014,20180607
211,0.016,0.011,20180607
212,0.022,0.014,20180607
213,0.013,0.015,20180607
214,0.017,0.02,20180607
215,0.013,0.0,20180607
216,0.018,0.014,20180607
219,0.003,0.02,20180607
220,0.007,0.009,20180607
222,0.014,0.022,20180607
223,0.009,0.02,20180607
224,0.007,0.015,20180607
225,0.012,0.022,20180607
226,0.011,0.002,20180607
227,0.023,0.016,20180607
228,0.001,0.007,20180607
229,0.018,0.003,20180607
230,0.007,0.011,20180607
231,0.02,0.004,20180607
232,0.002,0.0,20180607
233,0.016,0.008,20180607
234,0.004,0.013,20180607
237,0.001,0.016,20180607
241,0.02,0.004,20180607
244,0.004,0.02,20180607
245,0.016,0.014,20180607
246,0.011,0.002,20180607
249,0.017,0.001,20180607
250,0.025,0.025,20180607
252,0.018,0.025,20180607
253,0.014,0.008,20180607
254,0.0,0.021,20180607
255,0.002,0.006,20180607
256,0.003,0.012,20180607
257,0.02,0.017,20180607
258,0.009,0.001,20180607
261,0.008,0.023,20180607
262,0.005,0.004,20180607
263,0.0,0.0,20180607
264,0.017,0.022,20180607
265,0.002,0.013,20180607
266,0.016,0.011,20180607
267,0.004,0.003,20180607
268,0.003,0.013,20180607
269,0.014,0.0,20180607
270,0.006,0.01,20180607
271,0.018,0.015,20180607
272,0.004,0.003,20180607
273,0.011,0.006,20180607
274,0.004,0.016,20180607
275,0.0,0.022,20180607
276,0.015,0.012,20180607
281,0.019,0.011,20180607
282,0.024,0.006,20180607
