VOBC, Acc0, Acc1, Date
2,0.046,0.006,20180723
10,0.049,0.036,20180723
11,0.116,0.035,20180723
13,0.017,0.094,20180723
14,0.101,0.062,20180723
18,0.06,0.054,20180723
19,0.113,0.058,20180723
20,0.108,0.062,20180723
22,0.108,0.098,20180723
23,0.001,0.038,20180723
24,0.077,0.052,20180723
25,0.111,0.106,20180723
26,0.063,0.025,20180723
27,0.006,0.115,20180723
28,0.089,0.1,20180723
100,0.038,0.096,20180723
101,0.104,0.076,20180723
102,0.039,0.061,20180723
105,0.106,0.073,20180723
106,0.059,0.087,20180723
110,0.078,0.07,20180723
111,0.064,0.078,20180723
112,0.019,0.109,20180723
113,0.037,0.083,20180723
114,0.109,0.089,20180723
115,0.096,0.054,20180723
116,0.008,0.054,20180723
117,0.103,0.111,20180723
118,0.059,0.065,20180723
119,0.095,0.007,20180723
120,0.002,0.032,20180723
121,0.088,0.044,20180723
122,0.037,0.066,20180723
123,0.017,0.096,20180723
124,0.101,0.034,20180723
125,0.11,0.097,20180723
126,0.053,0.075,20180723
127,0.09,0.086,20180723
128,0.039,0.093,20180723
129,0.059,0.034,20180723
130,0.024,0.018,20180723
131,0.108,0.086,20180723
132,0.101,0.011,20180723
133,0.009,0.026,20180723
134,0.102,0.017,20180723
135,0.052,0.108,20180723
136,0.092,0.015,20180723
137,0.111,0.112,20180723
138,0.037,0.013,20180723
139,0.075,0.068,20180723
140,0.057,0.02,20180723
141,0.076,0.01,20180723
142,0.099,0.054,20180723
143,0.109,0.019,20180723
144,0.069,0.073,20180723
145,0.1,0.013,20180723
146,0.057,0.018,20180723
147,0.084,0.021,20180723
148,0.064,0.111,20180723
151,0.021,0.025,20180723
152,0.115,0.09,20180723
153,0.041,0.058,20180723
154,0.067,0.092,20180723
155,0.071,0.087,20180723
162,0.088,0.017,20180723
163,0.056,0.045,20180723
164,0.096,0.036,20180723
171,0.045,0.074,20180723
172,0.036,0.04,20180723
173,0.077,0.106,20180723
174,0.019,0.082,20180723
175,0.013,0.067,20180723
176,0.085,0.011,20180723
177,0.038,0.023,20180723
178,0.084,0.095,20180723
179,0.05,0.055,20180723
180,0.045,0.089,20180723
181,0.044,0.057,20180723
182,0.023,0.007,20180723
183,0.053,0.035,20180723
184,0.018,0.105,20180723
185,0.015,0.005,20180723
186,0.047,0.038,20180723
187,0.046,0.042,20180723
188,0.053,0.088,20180723
191,0.079,0.066,20180723
192,0.031,0.032,20180723
193,0.077,0.102,20180723
194,0.008,0.001,20180723
195,0.098,0.101,20180723
196,0.016,0.016,20180723
197,0.046,0.01,20180723
199,0.096,0.116,20180723
200,0.018,0.036,20180723
201,0.074,0.033,20180723
202,0.082,0.097,20180723
205,0.027,0.019,20180723
206,0.092,0.07,20180723
211,0.035,0.088,20180723
212,0.017,0.0,20180723
213,0.063,0.09,20180723
214,0.007,0.021,20180723
215,0.08,0.067,20180723
216,0.024,0.008,20180723
219,0.035,0.098,20180723
220,0.049,0.02,20180723
222,0.049,0.105,20180723
223,0.115,0.037,20180723
224,0.082,0.112,20180723
225,0.003,0.005,20180723
226,0.084,0.06,20180723
227,0.022,0.104,20180723
228,0.065,0.086,20180723
229,0.03,0.015,20180723
230,0.055,0.038,20180723
231,0.051,0.063,20180723
232,0.088,0.042,20180723
233,0.078,0.012,20180723
234,0.07,0.037,20180723
237,0.016,0.051,20180723
241,0.065,0.018,20180723
244,0.001,0.069,20180723
245,0.106,0.055,20180723
246,0.067,0.076,20180723
249,0.02,0.104,20180723
250,0.095,0.114,20180723
252,0.041,0.091,20180723
253,0.02,0.089,20180723
254,0.01,0.022,20180723
255,0.035,0.037,20180723
256,0.028,0.041,20180723
257,0.057,0.055,20180723
258,0.101,0.016,20180723
261,0.035,0.04,20180723
262,0.0,0.022,20180723
263,0.098,0.072,20180723
264,0.074,0.025,20180723
265,0.07,0.079,20180723
266,0.084,0.084,20180723
267,0.085,0.009,20180723
268,0.01,0.017,20180723
269,0.082,0.096,20180723
270,0.086,0.022,20180723
271,0.083,0.058,20180723
272,0.082,0.073,20180723
273,0.08,0.116,20180723
274,0.038,0.026,20180723
275,0.074,0.034,20180723
276,0.029,0.096,20180723
281,0.023,0.11,20180723
282,0.036,0.061,20180723
