VOBC, Acc0, Acc1, Date
2,0.037,0.085,20180716
10,0.099,0.074,20180716
11,0.102,0.078,20180716
13,0.102,0.05,20180716
14,0.068,0.033,20180716
18,0.016,0.095,20180716
19,0.076,0.032,20180716
20,0.005,0.075,20180716
22,0.095,0.065,20180716
23,0.023,0.098,20180716
24,0.027,0.101,20180716
25,0.003,0.022,20180716
26,0.096,0.065,20180716
27,0.102,0.068,20180716
28,0.051,0.061,20180716
100,0.028,0.03,20180716
101,0.012,0.024,20180716
102,0.045,0.018,20180716
105,0.079,0.08,20180716
106,0.028,0.041,20180716
110,0.055,0.019,20180716
111,0.078,0.024,20180716
112,0.088,0.079,20180716
113,0.091,0.023,20180716
114,0.038,0.048,20180716
115,0.019,0.048,20180716
116,0.002,0.067,20180716
117,0.013,0.024,20180716
118,0.025,0.05,20180716
119,0.004,0.007,20180716
120,0.058,0.042,20180716
121,0.096,0.005,20180716
122,0.048,0.071,20180716
123,0.01,0.066,20180716
124,0.026,0.025,20180716
125,0.024,0.078,20180716
126,0.099,0.01,20180716
127,0.029,0.079,20180716
128,0.088,0.002,20180716
129,0.035,0.049,20180716
130,0.017,0.01,20180716
131,0.099,0.099,20180716
132,0.07,0.036,20180716
133,0.068,0.028,20180716
134,0.077,0.076,20180716
135,0.086,0.049,20180716
136,0.051,0.047,20180716
137,0.008,0.01,20180716
138,0.012,0.09,20180716
139,0.048,0.008,20180716
140,0.103,0.034,20180716
141,0.002,0.006,20180716
142,0.002,0.086,20180716
143,0.032,0.079,20180716
144,0.04,0.039,20180716
145,0.005,0.054,20180716
146,0.001,0.098,20180716
147,0.05,0.083,20180716
148,0.091,0.039,20180716
151,0.012,0.068,20180716
152,0.026,0.001,20180716
153,0.004,0.061,20180716
154,0.035,0.032,20180716
155,0.013,0.041,20180716
162,0.05,0.1,20180716
163,0.045,0.081,20180716
164,0.042,0.048,20180716
171,0.002,0.021,20180716
172,0.054,0.099,20180716
173,0.052,0.007,20180716
174,0.012,0.079,20180716
175,0.048,0.101,20180716
176,0.042,0.051,20180716
177,0.087,0.1,20180716
178,0.074,0.002,20180716
179,0.077,0.055,20180716
180,0.073,0.006,20180716
181,0.002,0.102,20180716
182,0.027,0.076,20180716
183,0.053,0.046,20180716
184,0.003,0.021,20180716
185,0.041,0.092,20180716
186,0.034,0.09,20180716
187,0.001,0.094,20180716
188,0.068,0.069,20180716
191,0.027,0.045,20180716
192,0.08,0.083,20180716
193,0.002,0.096,20180716
194,0.002,0.1,20180716
195,0.033,0.081,20180716
196,0.071,0.039,20180716
197,0.053,0.032,20180716
199,0.045,0.055,20180716
200,0.022,0.014,20180716
201,0.027,0.074,20180716
202,0.006,0.095,20180716
205,0.071,0.071,20180716
206,0.062,0.041,20180716
211,0.1,0.038,20180716
212,0.075,0.035,20180716
213,0.061,0.027,20180716
214,0.079,0.054,20180716
215,0.094,0.025,20180716
216,0.059,0.066,20180716
219,0.08,0.04,20180716
220,0.013,0.09,20180716
222,0.036,0.035,20180716
223,0.089,0.017,20180716
224,0.05,0.044,20180716
225,0.021,0.01,20180716
226,0.023,0.101,20180716
227,0.01,0.024,20180716
228,0.012,0.089,20180716
229,0.056,0.014,20180716
230,0.081,0.038,20180716
231,0.066,0.02,20180716
232,0.079,0.075,20180716
233,0.026,0.091,20180716
234,0.027,0.026,20180716
237,0.011,0.084,20180716
241,0.037,0.044,20180716
244,0.044,0.005,20180716
245,0.057,0.097,20180716
246,0.1,0.001,20180716
249,0.085,0.001,20180716
250,0.038,0.072,20180716
252,0.015,0.055,20180716
253,0.011,0.014,20180716
254,0.062,0.008,20180716
255,0.03,0.102,20180716
256,0.004,0.02,20180716
257,0.032,0.078,20180716
258,0.081,0.052,20180716
261,0.019,0.061,20180716
262,0.008,0.029,20180716
263,0.043,0.058,20180716
264,0.008,0.0,20180716
265,0.068,0.082,20180716
266,0.099,0.004,20180716
267,0.017,0.101,20180716
268,0.072,0.017,20180716
269,0.086,0.091,20180716
270,0.004,0.092,20180716
271,0.031,0.005,20180716
272,0.103,0.07,20180716
273,0.091,0.068,20180716
274,0.057,0.011,20180716
275,0.103,0.096,20180716
276,0.008,0.026,20180716
281,0.096,0.069,20180716
282,0.092,0.048,20180716
