VOBC, Acc0, Acc1, Date
2,0.073,0.033,20180712
10,0.053,0.021,20180712
11,0.065,0.056,20180712
13,0.051,0.052,20180712
14,0.063,0.05,20180712
18,0.003,0.036,20180712
19,0.028,0.07,20180712
20,0.031,0.077,20180712
22,0.091,0.079,20180712
23,0.03,0.025,20180712
24,0.079,0.035,20180712
25,0.057,0.074,20180712
26,0.022,0.093,20180712
27,0.063,0.068,20180712
28,0.028,0.034,20180712
100,0.037,0.058,20180712
101,0.078,0.035,20180712
102,0.009,0.001,20180712
105,0.074,0.049,20180712
106,0.039,0.004,20180712
110,0.059,0.025,20180712
111,0.054,0.091,20180712
112,0.056,0.086,20180712
113,0.002,0.004,20180712
114,0.06,0.081,20180712
115,0.046,0.036,20180712
116,0.086,0.016,20180712
117,0.004,0.035,20180712
118,0.095,0.07,20180712
119,0.081,0.047,20180712
120,0.015,0.084,20180712
121,0.042,0.072,20180712
122,0.007,0.03,20180712
123,0.017,0.024,20180712
124,0.069,0.023,20180712
125,0.093,0.078,20180712
126,0.007,0.045,20180712
127,0.027,0.031,20180712
128,0.008,0.023,20180712
129,0.082,0.076,20180712
130,0.05,0.077,20180712
131,0.036,0.092,20180712
132,0.041,0.018,20180712
133,0.056,0.039,20180712
134,0.034,0.034,20180712
135,0.095,0.078,20180712
136,0.053,0.002,20180712
137,0.083,0.025,20180712
138,0.085,0.061,20180712
139,0.029,0.002,20180712
140,0.036,0.006,20180712
141,0.064,0.079,20180712
142,0.063,0.006,20180712
143,0.09,0.07,20180712
144,0.08,0.0,20180712
145,0.073,0.027,20180712
146,0.048,0.079,20180712
147,0.074,0.001,20180712
148,0.055,0.073,20180712
151,0.063,0.05,20180712
152,0.022,0.037,20180712
153,0.038,0.053,20180712
154,0.077,0.021,20180712
155,0.054,0.077,20180712
162,0.095,0.074,20180712
163,0.024,0.038,20180712
164,0.083,0.048,20180712
171,0.014,0.031,20180712
172,0.057,0.091,20180712
173,0.022,0.018,20180712
174,0.02,0.061,20180712
175,0.074,0.076,20180712
176,0.011,0.066,20180712
177,0.088,0.035,20180712
178,0.005,0.019,20180712
179,0.049,0.063,20180712
180,0.028,0.036,20180712
181,0.034,0.087,20180712
182,0.05,0.013,20180712
183,0.078,0.023,20180712
184,0.013,0.073,20180712
185,0.027,0.075,20180712
186,0.034,0.008,20180712
187,0.022,0.061,20180712
188,0.084,0.049,20180712
191,0.065,0.029,20180712
192,0.083,0.048,20180712
193,0.075,0.065,20180712
194,0.047,0.052,20180712
195,0.009,0.075,20180712
196,0.016,0.074,20180712
197,0.087,0.024,20180712
199,0.083,0.009,20180712
200,0.028,0.066,20180712
201,0.019,0.068,20180712
202,0.022,0.071,20180712
205,0.013,0.058,20180712
206,0.006,0.091,20180712
211,0.001,0.024,20180712
212,0.045,0.028,20180712
213,0.061,0.041,20180712
214,0.034,0.037,20180712
215,0.036,0.037,20180712
216,0.062,0.006,20180712
219,0.045,0.061,20180712
220,0.039,0.004,20180712
222,0.069,0.027,20180712
223,0.091,0.041,20180712
224,0.027,0.039,20180712
225,0.048,0.089,20180712
226,0.09,0.066,20180712
227,0.02,0.066,20180712
228,0.075,0.045,20180712
229,0.084,0.048,20180712
230,0.09,0.017,20180712
231,0.059,0.013,20180712
232,0.088,0.014,20180712
233,0.054,0.037,20180712
234,0.068,0.037,20180712
237,0.077,0.064,20180712
241,0.056,0.095,20180712
244,0.095,0.032,20180712
245,0.051,0.059,20180712
246,0.087,0.003,20180712
249,0.077,0.026,20180712
250,0.051,0.073,20180712
252,0.014,0.034,20180712
253,0.082,0.018,20180712
254,0.034,0.013,20180712
255,0.064,0.048,20180712
256,0.075,0.021,20180712
257,0.01,0.014,20180712
258,0.028,0.017,20180712
261,0.006,0.075,20180712
262,0.058,0.074,20180712
263,0.091,0.059,20180712
264,0.056,0.062,20180712
265,0.07,0.064,20180712
266,0.095,0.066,20180712
267,0.04,0.06,20180712
268,0.053,0.068,20180712
269,0.021,0.095,20180712
270,0.02,0.052,20180712
271,0.07,0.091,20180712
272,0.068,0.082,20180712
273,0.029,0.089,20180712
274,0.005,0.093,20180712
275,0.014,0.007,20180712
276,0.069,0.04,20180712
281,0.028,0.014,20180712
282,0.089,0.012,20180712
