VOBC, Acc0, Acc1, Date
2,0.036,0.028,20180614
10,0.029,0.012,20180614
11,0.021,0.019,20180614
13,0.008,0.008,20180614
14,0.027,0.002,20180614
18,0.01,0.03,20180614
19,0.024,0.008,20180614
20,0.03,0.036,20180614
22,0.012,0.026,20180614
23,0.008,0.016,20180614
24,0.003,0.015,20180614
25,0.006,0.009,20180614
26,0.027,0.005,20180614
27,0.024,0.038,20180614
28,0.0,0.012,20180614
100,0.0,0.016,20180614
101,0.033,0.0,20180614
102,0.012,0.024,20180614
105,0.007,0.003,20180614
106,0.03,0.011,20180614
110,0.033,0.02,20180614
111,0.024,0.021,20180614
112,0.0,0.026,20180614
113,0.01,0.033,20180614
114,0.039,0.002,20180614
115,0.033,0.016,20180614
116,0.022,0.024,20180614
117,0.007,0.007,20180614
118,0.011,0.0,20180614
119,0.029,0.016,20180614
120,0.001,0.014,20180614
121,0.026,0.002,20180614
122,0.037,0.036,20180614
123,0.009,0.039,20180614
124,0.022,0.006,20180614
125,0.027,0.002,20180614
126,0.02,0.027,20180614
127,0.034,0.006,20180614
128,0.02,0.022,20180614
129,0.019,0.023,20180614
130,0.008,0.008,20180614
131,0.006,0.023,20180614
132,0.039,0.016,20180614
133,0.009,0.029,20180614
134,0.036,0.002,20180614
135,0.038,0.025,20180614
136,0.014,0.015,20180614
137,0.005,0.004,20180614
138,0.033,0.001,20180614
139,0.0,0.028,20180614
140,0.028,0.028,20180614
141,0.028,0.012,20180614
142,0.0,0.021,20180614
143,0.013,0.003,20180614
144,0.001,0.024,20180614
145,0.028,0.003,20180614
146,0.028,0.035,20180614
147,0.004,0.003,20180614
148,0.024,0.015,20180614
151,0.02,0.008,20180614
152,0.024,0.009,20180614
153,0.016,0.032,20180614
154,0.003,0.008,20180614
155,0.033,0.025,20180614
162,0.004,0.002,20180614
163,0.015,0.007,20180614
164,0.01,0.018,20180614
171,0.006,0.001,20180614
172,0.023,0.012,20180614
173,0.029,0.023,20180614
174,0.009,0.003,20180614
175,0.009,0.03,20180614
176,0.007,0.016,20180614
177,0.009,0.037,20180614
178,0.02,0.025,20180614
179,0.002,0.039,20180614
180,0.006,0.001,20180614
181,0.005,0.012,20180614
182,0.006,0.029,20180614
183,0.025,0.009,20180614
184,0.014,0.005,20180614
185,0.022,0.037,20180614
186,0.034,0.015,20180614
187,0.035,0.03,20180614
188,0.016,0.037,20180614
191,0.033,0.027,20180614
192,0.036,0.018,20180614
193,0.013,0.013,20180614
194,0.037,0.0,20180614
195,0.019,0.026,20180614
196,0.022,0.019,20180614
197,0.03,0.026,20180614
199,0.032,0.028,20180614
200,0.016,0.007,20180614
201,0.022,0.011,20180614
202,0.008,0.023,20180614
205,0.001,0.031,20180614
206,0.029,0.033,20180614
211,0.017,0.023,20180614
212,0.021,0.027,20180614
213,0.022,0.037,20180614
214,0.014,0.013,20180614
215,0.022,0.01,20180614
216,0.028,0.034,20180614
219,0.008,0.026,20180614
220,0.032,0.0,20180614
222,0.022,0.0,20180614
223,0.003,0.015,20180614
224,0.027,0.012,20180614
225,0.017,0.019,20180614
226,0.028,0.006,20180614
227,0.017,0.001,20180614
228,0.016,0.001,20180614
229,0.023,0.01,20180614
230,0.004,0.025,20180614
231,0.022,0.037,20180614
232,0.029,0.01,20180614
233,0.006,0.031,20180614
234,0.011,0.039,20180614
237,0.014,0.025,20180614
241,0.024,0.009,20180614
244,0.022,0.029,20180614
245,0.012,0.004,20180614
246,0.031,0.038,20180614
249,0.036,0.017,20180614
250,0.031,0.004,20180614
252,0.017,0.035,20180614
253,0.038,0.033,20180614
254,0.037,0.018,20180614
255,0.01,0.01,20180614
256,0.036,0.034,20180614
257,0.039,0.013,20180614
258,0.001,0.002,20180614
261,0.032,0.011,20180614
262,0.024,0.036,20180614
263,0.036,0.005,20180614
264,0.03,0.018,20180614
265,0.01,0.002,20180614
266,0.028,0.03,20180614
267,0.016,0.037,20180614
268,0.012,0.011,20180614
269,0.033,0.018,20180614
270,0.023,0.01,20180614
271,0.036,0.006,20180614
272,0.031,0.02,20180614
273,0.024,0.027,20180614
274,0.038,0.01,20180614
275,0.037,0.026,20180614
276,0.004,0.01,20180614
281,0.036,0.038,20180614
282,0.004,0.014,20180614
