VOBC, Acc0, Acc1, Date
2,0.0,0.027,20180610
10,0.005,0.015,20180610
11,0.028,0.011,20180610
13,0.029,0.03,20180610
14,0.031,0.002,20180610
18,0.007,0.02,20180610
19,0.012,0.002,20180610
20,0.008,0.007,20180610
22,0.015,0.02,20180610
23,0.0,0.03,20180610
24,0.012,0.022,20180610
25,0.009,0.008,20180610
26,0.023,0.011,20180610
27,0.03,0.025,20180610
28,0.002,0.011,20180610
100,0.006,0.016,20180610
101,0.016,0.014,20180610
102,0.005,0.015,20180610
105,0.008,0.026,20180610
106,0.024,0.005,20180610
110,0.009,0.0,20180610
111,0.004,0.003,20180610
112,0.003,0.005,20180610
113,0.027,0.02,20180610
114,0.008,0.01,20180610
115,0.024,0.005,20180610
116,0.024,0.006,20180610
117,0.021,0.009,20180610
118,0.01,0.015,20180610
119,0.004,0.006,20180610
120,0.01,0.027,20180610
121,0.016,0.005,20180610
122,0.02,0.003,20180610
123,0.027,0.009,20180610
124,0.01,0.03,20180610
125,0.015,0.009,20180610
126,0.006,0.03,20180610
127,0.005,0.031,20180610
128,0.006,0.029,20180610
129,0.031,0.024,20180610
130,0.0,0.003,20180610
131,0.008,0.009,20180610
132,0.006,0.004,20180610
133,0.016,0.026,20180610
134,0.009,0.002,20180610
135,0.004,0.015,20180610
136,0.016,0.009,20180610
137,0.006,0.031,20180610
138,0.016,0.013,20180610
139,0.0,0.028,20180610
140,0.03,0.008,20180610
141,0.027,0.009,20180610
142,0.023,0.021,20180610
143,0.028,0.02,20180610
144,0.029,0.025,20180610
145,0.005,0.027,20180610
146,0.008,0.008,20180610
147,0.017,0.009,20180610
148,0.031,0.012,20180610
151,0.022,0.01,20180610
152,0.013,0.012,20180610
153,0.026,0.001,20180610
154,0.031,0.024,20180610
155,0.014,0.0,20180610
162,0.015,0.028,20180610
163,0.015,0.014,20180610
164,0.009,0.028,20180610
171,0.002,0.018,20180610
172,0.023,0.03,20180610
173,0.015,0.021,20180610
174,0.025,0.01,20180610
175,0.0,0.006,20180610
176,0.013,0.009,20180610
177,0.004,0.006,20180610
178,0.02,0.0,20180610
179,0.01,0.029,20180610
180,0.014,0.022,20180610
181,0.01,0.022,20180610
182,0.01,0.002,20180610
183,0.024,0.012,20180610
184,0.03,0.028,20180610
185,0.009,0.011,20180610
186,0.0,0.03,20180610
187,0.023,0.017,20180610
188,0.02,0.011,20180610
191,0.014,0.023,20180610
192,0.025,0.008,20180610
193,0.002,0.03,20180610
194,0.024,0.018,20180610
195,0.028,0.023,20180610
196,0.021,0.001,20180610
197,0.013,0.022,20180610
199,0.011,0.027,20180610
200,0.022,0.016,20180610
201,0.031,0.003,20180610
202,0.02,0.031,20180610
205,0.001,0.021,20180610
206,0.017,0.014,20180610
211,0.026,0.015,20180610
212,0.021,0.002,20180610
213,0.021,0.024,20180610
214,0.002,0.004,20180610
215,0.006,0.01,20180610
216,0.013,0.009,20180610
219,0.002,0.005,20180610
220,0.025,0.008,20180610
222,0.03,0.024,20180610
223,0.002,0.002,20180610
224,0.008,0.005,20180610
225,0.023,0.002,20180610
226,0.017,0.023,20180610
227,0.016,0.007,20180610
228,0.008,0.026,20180610
229,0.026,0.023,20180610
230,0.005,0.026,20180610
231,0.003,0.004,20180610
232,0.02,0.01,20180610
233,0.012,0.017,20180610
234,0.027,0.018,20180610
237,0.004,0.031,20180610
241,0.007,0.028,20180610
244,0.0,0.022,20180610
245,0.003,0.013,20180610
246,0.009,0.01,20180610
249,0.009,0.001,20180610
250,0.0,0.021,20180610
252,0.019,0.01,20180610
253,0.03,0.013,20180610
254,0.019,0.023,20180610
255,0.001,0.012,20180610
256,0.014,0.007,20180610
257,0.02,0.017,20180610
258,0.002,0.005,20180610
261,0.0,0.03,20180610
262,0.004,0.017,20180610
263,0.031,0.002,20180610
264,0.014,0.004,20180610
265,0.03,0.011,20180610
266,0.017,0.02,20180610
267,0.017,0.031,20180610
268,0.014,0.014,20180610
269,0.006,0.013,20180610
270,0.03,0.014,20180610
271,0.018,0.031,20180610
272,0.002,0.003,20180610
273,0.028,0.002,20180610
274,0.019,0.009,20180610
275,0.023,0.018,20180610
276,0.012,0.006,20180610
281,0.012,0.016,20180610
282,0.014,0.0,20180610
