VOBC, Acc0, Acc1, Date
2,0.091,0.082,20180719
10,0.043,0.033,20180719
11,0.08,0.063,20180719
13,0.006,0.109,20180719
14,0.042,0.108,20180719
18,0.027,0.018,20180719
19,0.029,0.062,20180719
20,0.104,0.021,20180719
22,0.041,0.053,20180719
23,0.0,0.05,20180719
24,0.104,0.097,20180719
25,0.049,0.088,20180719
26,0.004,0.034,20180719
27,0.098,0.005,20180719
28,0.082,0.075,20180719
100,0.053,0.029,20180719
101,0.058,0.02,20180719
102,0.01,0.105,20180719
105,0.084,0.091,20180719
106,0.098,0.0,20180719
110,0.086,0.011,20180719
111,0.042,0.067,20180719
112,0.067,0.072,20180719
113,0.019,0.003,20180719
114,0.101,0.004,20180719
115,0.014,0.038,20180719
116,0.023,0.02,20180719
117,0.062,0.081,20180719
118,0.032,0.007,20180719
119,0.084,0.077,20180719
120,0.084,0.085,20180719
121,0.069,0.063,20180719
122,0.028,0.104,20180719
123,0.027,0.027,20180719
124,0.047,0.028,20180719
125,0.039,0.031,20180719
126,0.101,0.068,20180719
127,0.063,0.098,20180719
128,0.046,0.056,20180719
129,0.002,0.052,20180719
130,0.073,0.056,20180719
131,0.063,0.043,20180719
132,0.069,0.008,20180719
133,0.03,0.087,20180719
134,0.029,0.019,20180719
135,0.01,0.073,20180719
136,0.019,0.082,20180719
137,0.036,0.091,20180719
138,0.087,0.008,20180719
139,0.044,0.023,20180719
140,0.084,0.085,20180719
141,0.103,0.089,20180719
142,0.061,0.006,20180719
143,0.059,0.011,20180719
144,0.107,0.067,20180719
145,0.097,0.106,20180719
146,0.074,0.084,20180719
147,0.079,0.043,20180719
148,0.055,0.083,20180719
151,0.098,0.1,20180719
152,0.072,0.006,20180719
153,0.027,0.037,20180719
154,0.099,0.053,20180719
155,0.071,0.051,20180719
162,0.046,0.007,20180719
163,0.004,0.016,20180719
164,0.072,0.028,20180719
171,0.093,0.082,20180719
172,0.091,0.041,20180719
173,0.058,0.065,20180719
174,0.065,0.097,20180719
175,0.103,0.073,20180719
176,0.081,0.063,20180719
177,0.002,0.107,20180719
178,0.096,0.084,20180719
179,0.085,0.084,20180719
180,0.078,0.014,20180719
181,0.064,0.009,20180719
182,0.079,0.046,20180719
183,0.099,0.095,20180719
184,0.088,0.006,20180719
185,0.103,0.002,20180719
186,0.085,0.009,20180719
187,0.044,0.061,20180719
188,0.068,0.107,20180719
191,0.093,0.022,20180719
192,0.067,0.026,20180719
193,0.046,0.053,20180719
194,0.095,0.005,20180719
195,0.1,0.075,20180719
196,0.092,0.089,20180719
197,0.0,0.09,20180719
199,0.096,0.061,20180719
200,0.095,0.093,20180719
201,0.088,0.072,20180719
202,0.092,0.051,20180719
205,0.078,0.061,20180719
206,0.04,0.065,20180719
211,0.035,0.017,20180719
212,0.042,0.089,20180719
213,0.091,0.017,20180719
214,0.047,0.033,20180719
215,0.041,0.009,20180719
216,0.043,0.022,20180719
219,0.061,0.106,20180719
220,0.046,0.008,20180719
222,0.035,0.084,20180719
223,0.051,0.101,20180719
224,0.008,0.002,20180719
225,0.088,0.033,20180719
226,0.091,0.043,20180719
227,0.078,0.093,20180719
228,0.019,0.042,20180719
229,0.029,0.025,20180719
230,0.096,0.101,20180719
231,0.013,0.024,20180719
232,0.004,0.045,20180719
233,0.03,0.048,20180719
234,0.039,0.028,20180719
237,0.076,0.028,20180719
241,0.086,0.053,20180719
244,0.075,0.005,20180719
245,0.105,0.095,20180719
246,0.067,0.061,20180719
249,0.087,0.061,20180719
250,0.015,0.055,20180719
252,0.017,0.071,20180719
253,0.035,0.056,20180719
254,0.054,0.068,20180719
255,0.01,0.046,20180719
256,0.037,0.019,20180719
257,0.105,0.049,20180719
258,0.101,0.067,20180719
261,0.1,0.092,20180719
262,0.105,0.057,20180719
263,0.109,0.002,20180719
264,0.054,0.046,20180719
265,0.067,0.099,20180719
266,0.022,0.076,20180719
267,0.083,0.066,20180719
268,0.012,0.037,20180719
269,0.059,0.038,20180719
270,0.06,0.01,20180719
271,0.089,0.065,20180719
272,0.072,0.004,20180719
273,0.08,0.018,20180719
274,0.069,0.072,20180719
275,0.099,0.072,20180719
276,0.072,0.091,20180719
281,0.033,0.023,20180719
282,0.095,0.027,20180719
