VOBC, Acc0, Acc1, Date
2,0.044,0.025,20180618
10,0.038,0.015,20180618
11,0.025,0.025,20180618
13,0.023,0.029,20180618
14,0.017,0.046,20180618
18,0.014,0.004,20180618
19,0.016,0.002,20180618
20,0.022,0.039,20180618
22,0.04,0.029,20180618
23,0.024,0.046,20180618
24,0.009,0.018,20180618
25,0.046,0.005,20180618
26,0.007,0.015,20180618
27,0.021,0.038,20180618
28,0.027,0.035,20180618
100,0.014,0.026,20180618
101,0.024,0.035,20180618
102,0.022,0.027,20180618
105,0.046,0.0,20180618
106,0.045,0.047,20180618
110,0.02,0.003,20180618
111,0.018,0.029,20180618
112,0.045,0.033,20180618
113,0.007,0.03,20180618
114,0.031,0.046,20180618
115,0.006,0.01,20180618
116,0.019,0.024,20180618
117,0.044,0.006,20180618
118,0.019,0.02,20180618
119,0.018,0.031,20180618
120,0.016,0.011,20180618
121,0.005,0.033,20180618
122,0.032,0.0,20180618
123,0.039,0.006,20180618
124,0.0,0.023,20180618
125,0.027,0.026,20180618
126,0.008,0.029,20180618
127,0.004,0.009,20180618
128,0.044,0.001,20180618
129,0.027,0.015,20180618
130,0.005,0.04,20180618
131,0.043,0.008,20180618
132,0.042,0.004,20180618
133,0.014,0.028,20180618
134,0.004,0.001,20180618
135,0.026,0.0,20180618
136,0.031,0.018,20180618
137,0.041,0.011,20180618
138,0.01,0.043,20180618
139,0.03,0.018,20180618
140,0.046,0.019,20180618
141,0.01,0.034,20180618
142,0.0,0.015,20180618
143,0.008,0.0,20180618
144,0.043,0.043,20180618
145,0.008,0.029,20180618
146,0.003,0.03,20180618
147,0.028,0.004,20180618
148,0.003,0.005,20180618
151,0.045,0.024,20180618
152,0.013,0.028,20180618
153,0.01,0.035,20180618
154,0.012,0.032,20180618
155,0.027,0.031,20180618
162,0.015,0.036,20180618
163,0.024,0.024,20180618
164,0.018,0.032,20180618
171,0.03,0.024,20180618
172,0.026,0.023,20180618
173,0.033,0.005,20180618
174,0.005,0.014,20180618
175,0.03,0.009,20180618
176,0.007,0.003,20180618
177,0.02,0.024,20180618
178,0.016,0.023,20180618
179,0.043,0.036,20180618
180,0.018,0.017,20180618
181,0.018,0.037,20180618
182,0.035,0.013,20180618
183,0.005,0.039,20180618
184,0.006,0.027,20180618
185,0.03,0.037,20180618
186,0.024,0.001,20180618
187,0.023,0.011,20180618
188,0.036,0.011,20180618
191,0.019,0.014,20180618
192,0.036,0.039,20180618
193,0.006,0.035,20180618
194,0.036,0.007,20180618
195,0.027,0.043,20180618
196,0.029,0.034,20180618
197,0.046,0.035,20180618
199,0.016,0.032,20180618
200,0.027,0.014,20180618
201,0.023,0.003,20180618
202,0.005,0.038,20180618
205,0.011,0.009,20180618
206,0.018,0.024,20180618
211,0.018,0.023,20180618
212,0.026,0.001,20180618
213,0.03,0.004,20180618
214,0.027,0.031,20180618
215,0.015,0.036,20180618
216,0.027,0.034,20180618
219,0.017,0.036,20180618
220,0.021,0.02,20180618
222,0.044,0.037,20180618
223,0.007,0.034,20180618
224,0.018,0.022,20180618
225,0.018,0.046,20180618
226,0.002,0.015,20180618
227,0.021,0.047,20180618
228,0.042,0.019,20180618
229,0.001,0.045,20180618
230,0.003,0.029,20180618
231,0.02,0.013,20180618
232,0.024,0.023,20180618
233,0.035,0.039,20180618
234,0.047,0.023,20180618
237,0.04,0.0,20180618
241,0.033,0.024,20180618
244,0.023,0.022,20180618
245,0.008,0.03,20180618
246,0.024,0.047,20180618
249,0.015,0.004,20180618
250,0.024,0.002,20180618
252,0.026,0.041,20180618
253,0.001,0.001,20180618
254,0.033,0.029,20180618
255,0.029,0.042,20180618
256,0.003,0.018,20180618
257,0.02,0.005,20180618
258,0.031,0.008,20180618
261,0.001,0.01,20180618
262,0.036,0.023,20180618
263,0.01,0.001,20180618
264,0.045,0.009,20180618
265,0.012,0.019,20180618
266,0.033,0.043,20180618
267,0.028,0.031,20180618
268,0.027,0.012,20180618
269,0.016,0.039,20180618
270,0.014,0.009,20180618
271,0.028,0.019,20180618
272,0.022,0.04,20180618
273,0.021,0.039,20180618
274,0.035,0.033,20180618
275,0.044,0.023,20180618
276,0.046,0.035,20180618
281,0.015,0.04,20180618
282,0.023,0.04,20180618
