VOBC, Acc0, Acc1, Date
2,0.009,0.034,20180707
10,0.005,0.084,20180707
11,0.037,0.019,20180707
13,0.081,0.082,20180707
14,0.03,0.079,20180707
18,0.043,0.014,20180707
19,0.029,0.024,20180707
20,0.025,0.008,20180707
22,0.075,0.055,20180707
23,0.065,0.064,20180707
24,0.039,0.077,20180707
25,0.056,0.049,20180707
26,0.038,0.079,20180707
27,0.025,0.071,20180707
28,0.067,0.015,20180707
100,0.07,0.067,20180707
101,0.015,0.06,20180707
102,0.069,0.074,20180707
105,0.061,0.08,20180707
106,0.052,0.063,20180707
110,0.057,0.081,20180707
111,0.078,0.011,20180707
112,0.049,0.048,20180707
113,0.037,0.007,20180707
114,0.044,0.008,20180707
115,0.002,0.033,20180707
116,0.04,0.022,20180707
117,0.052,0.0,20180707
118,0.065,0.008,20180707
119,0.041,0.022,20180707
120,0.002,0.034,20180707
121,0.022,0.012,20180707
122,0.003,0.085,20180707
123,0.052,0.044,20180707
124,0.014,0.071,20180707
125,0.077,0.054,20180707
126,0.014,0.067,20180707
127,0.07,0.038,20180707
128,0.061,0.024,20180707
129,0.068,0.077,20180707
130,0.056,0.083,20180707
131,0.076,0.021,20180707
132,0.036,0.009,20180707
133,0.058,0.058,20180707
134,0.004,0.069,20180707
135,0.01,0.04,20180707
136,0.007,0.084,20180707
137,0.016,0.047,20180707
138,0.057,0.084,20180707
139,0.007,0.081,20180707
140,0.001,0.023,20180707
141,0.022,0.045,20180707
142,0.035,0.064,20180707
143,0.006,0.067,20180707
144,0.07,0.066,20180707
145,0.079,0.08,20180707
146,0.005,0.051,20180707
147,0.012,0.08,20180707
148,0.085,0.061,20180707
151,0.022,0.043,20180707
152,0.078,0.001,20180707
153,0.085,0.012,20180707
154,0.019,0.0,20180707
155,0.021,0.015,20180707
162,0.038,0.024,20180707
163,0.063,0.041,20180707
164,0.023,0.071,20180707
171,0.066,0.002,20180707
172,0.018,0.002,20180707
173,0.023,0.072,20180707
174,0.004,0.076,20180707
175,0.07,0.031,20180707
176,0.081,0.032,20180707
177,0.059,0.05,20180707
178,0.052,0.034,20180707
179,0.006,0.004,20180707
180,0.007,0.043,20180707
181,0.067,0.015,20180707
182,0.058,0.055,20180707
183,0.032,0.078,20180707
184,0.077,0.006,20180707
185,0.053,0.015,20180707
186,0.02,0.044,20180707
187,0.069,0.081,20180707
188,0.014,0.017,20180707
191,0.063,0.048,20180707
192,0.038,0.054,20180707
193,0.033,0.069,20180707
194,0.002,0.0,20180707
195,0.046,0.064,20180707
196,0.045,0.023,20180707
197,0.057,0.033,20180707
199,0.047,0.029,20180707
200,0.072,0.033,20180707
201,0.0,0.033,20180707
202,0.021,0.02,20180707
205,0.042,0.053,20180707
206,0.024,0.025,20180707
211,0.063,0.04,20180707
212,0.044,0.003,20180707
213,0.015,0.025,20180707
214,0.081,0.05,20180707
215,0.073,0.012,20180707
216,0.079,0.08,20180707
219,0.073,0.048,20180707
220,0.006,0.08,20180707
222,0.075,0.066,20180707
223,0.037,0.078,20180707
224,0.066,0.001,20180707
225,0.051,0.011,20180707
226,0.072,0.058,20180707
227,0.076,0.081,20180707
228,0.013,0.037,20180707
229,0.044,0.012,20180707
230,0.038,0.029,20180707
231,0.001,0.085,20180707
232,0.056,0.027,20180707
233,0.022,0.027,20180707
234,0.044,0.079,20180707
237,0.039,0.081,20180707
241,0.041,0.039,20180707
244,0.075,0.085,20180707
245,0.07,0.019,20180707
246,0.064,0.013,20180707
249,0.017,0.082,20180707
250,0.08,0.058,20180707
252,0.044,0.048,20180707
253,0.018,0.015,20180707
254,0.01,0.008,20180707
255,0.067,0.076,20180707
256,0.041,0.002,20180707
257,0.004,0.007,20180707
258,0.025,0.083,20180707
261,0.041,0.059,20180707
262,0.032,0.021,20180707
263,0.02,0.081,20180707
264,0.03,0.07,20180707
265,0.006,0.045,20180707
266,0.025,0.06,20180707
267,0.052,0.006,20180707
268,0.039,0.018,20180707
269,0.009,0.073,20180707
270,0.028,0.083,20180707
271,0.032,0.039,20180707
272,0.052,0.034,20180707
273,0.024,0.017,20180707
274,0.002,0.014,20180707
275,0.037,0.067,20180707
276,0.077,0.026,20180707
281,0.044,0.04,20180707
282,0.058,0.013,20180707
