VOBC, Acc0, Acc1, Date
2,0.03,0.006,20180529
10,0.006,0.006,20180529
11, nan, nan,20180529
13, nan, nan,20180529
14, nan, nan,20180529
18, nan, nan,20180529
19,0.067,0.055,20180529
20,-0.042,nan,20180529
22,0.055,nan,20180529
23,0.055,0.067,20180529
24,0.018,nan,20180529
25, nan, nan,20180529
26, nan, nan,20180529
27,0.006,0.03,20180529
28,0.018,0.067,20180529
100,0.043,nan,20180529
101, nan, nan,20180529
102, nan, nan,20180529
105, nan, nan,20180529
106, nan, nan,20180529
110,0.067,0.055,20180529
111,0.018,0.006,20180529
112,0.03,0.079,20180529
113,0.006,nan,20180529
114,0.03,0.067,20180529
115,0.055,0.067,20180529
116,0.055,nan,20180529
117,0.092,0.006,20180529
118,0.055,0.03,20180529
119, nan, nan,20180529
120, nan, nan,20180529
121, nan, nan,20180529
122, nan, nan,20180529
123,0.018,nan,20180529
124,-0.006,0.006,20180529
125,0.018,0.006,20180529
126,0.018,0.079,20180529
127, nan, nan,20180529
128, nan, nan,20180529
129,-0.006,0.03,20180529
130,0.018,0.006,20180529
131,-0.006,0.055,20180529
132,0.006,0.006,20180529
133, nan, nan,20180529
134, nan, nan,20180529
135,-0.055,0.03,20180529
136,-0.055,0.067,20180529
137,0.043,nan,20180529
138,-0.006,-0.006,20180529
139,-0.03,0.055,20180529
140,0.043,0.006,20180529
141, nan, nan,20180529
142, nan, nan,20180529
143,0.018,nan,20180529
144,-0.042,0.03,20180529
145,0.03,-0.03,20180529
146,0.006,0.079,20180529
147, nan, nan,20180529
148, nan, nan,20180529
151,0.018,nan,20180529
152,0.03,0.055,20180529
153, nan, nan,20180529
154, nan, nan,20180529
155,0.03,nan,20180529
162,-0.018,0.055,20180529
163,-0.018,nan,20180529
164,-0.006,-0.006,20180529
171,0.006,nan,20180529
172,0.018,0.055,20180529
173, nan, nan,20180529
174, nan, nan,20180529
175, nan, nan,20180529
176, nan, nan,20180529
177,0.006,nan,20180529
178,0.006,nan,20180529
179,-0.006,0.03,20180529
180,0.018,-0.006,20180529
181,-0.079,0.079,20180529
182,-0.042,nan,20180529
183, nan, nan,20180529
184, nan, nan,20180529
185,0.043,nan,20180529
186,-0.012,nan,20180529
187,-0.018,0.03,20180529
188,0.055,0.006,20180529
191, nan, nan,20180529
192, nan, nan,20180529
193, nan, nan,20180529
194, nan, nan,20180529
195,0.018,0.055,20180529
196,0.03,0.006,20180529
197,0.006,-0.006,20180529
199,0.03,0.03,20180529
200,0.03,0.079,20180529
201, nan, nan,20180529
202, nan, nan,20180529
205, nan, nan,20180529
206, nan, nan,20180529
211,-0.018,0.03,20180529
212,0.018,0.128,20180529
213, nan, nan,20180529
214, nan, nan,20180529
215,0.018,0.055,20180529
216,-0.006,0.067,20180529
219,0.018,0.055,20180529
220,0.043,nan,20180529
222,0.03,nan,20180529
223,0.079,0.055,20180529
224,0.043,0.067,20180529
225,-0.018,nan,20180529
226,0.03,0.03,20180529
227, nan, nan,20180529
228, nan, nan,20180529
229,-0.018,-0.042,20180529
230,0.043,0.055,20180529
231,0.03,nan,20180529
232,0.03,0.006,20180529
233,0.018,0.092,20180529
234,0.018,nan,20180529
237,0.018,0.055,20180529
241,0.018,0.006,20180529
244,0.03,nan,20180529
245,-0.03,0.03,20180529
246,-0.006,0.03,20180529
249,-0.018,0.092,20180529
250,0.006,0.006,20180529
252,0.067,0.055,20180529
253,0.079,0.03,20180529
254,0.043,nan,20180529
255, nan, nan,20180529
256, nan, nan,20180529
257,0.067,nan,20180529
258,0.03,0.079,20180529
261, nan, nan,20180529
262, nan, nan,20180529
263,0.006,nan,20180529
264,-0.018,0.03,20180529
265,0.03,0.055,20180529
266,0.03,nan,20180529
267,0.018,0.079,20180529
268,0.018,0.092,20180529
269,0.018,nan,20180529
270,0.079,0.067,20180529
271,0.043,0.092,20180529
272,0.018,0.055,20180529
273,0.055,nan,20180529
274,0.006,0.006,20180529
275,-0.018,0.079,20180529
276,0.03,0.079,20180529
281,0.03,0.03,20180529
282,0.006,nan,20180529
