VOBC, Acc0, Acc1, Date
2,0.073,0.06,20180714
10,0.076,0.085,20180714
11,0.079,0.029,20180714
13,0.04,0.076,20180714
14,0.035,0.087,20180714
18,0.088,0.088,20180714
19,0.018,0.098,20180714
20,0.03,0.064,20180714
22,0.046,0.055,20180714
23,0.005,0.053,20180714
24,0.054,0.037,20180714
25,0.038,0.011,20180714
26,0.079,0.005,20180714
27,0.059,0.078,20180714
28,0.081,0.031,20180714
100,0.052,0.053,20180714
101,0.092,0.03,20180714
102,0.076,0.098,20180714
105,0.075,0.075,20180714
106,0.079,0.05,20180714
110,0.059,0.079,20180714
111,0.072,0.065,20180714
112,0.068,0.056,20180714
113,0.002,0.049,20180714
114,0.077,0.097,20180714
115,0.061,0.089,20180714
116,0.05,0.04,20180714
117,0.065,0.053,20180714
118,0.082,0.038,20180714
119,0.023,0.011,20180714
120,0.013,0.081,20180714
121,0.09,0.049,20180714
122,0.058,0.033,20180714
123,0.03,0.015,20180714
124,0.044,0.056,20180714
125,0.065,0.098,20180714
126,0.01,0.019,20180714
127,0.036,0.096,20180714
128,0.08,0.047,20180714
129,0.033,0.038,20180714
130,0.093,0.05,20180714
131,0.001,0.051,20180714
132,0.047,0.083,20180714
133,0.021,0.084,20180714
134,0.05,0.025,20180714
135,0.034,0.096,20180714
136,0.009,0.024,20180714
137,0.045,0.033,20180714
138,0.071,0.018,20180714
139,0.02,0.091,20180714
140,0.048,0.042,20180714
141,0.065,0.057,20180714
142,0.062,0.086,20180714
143,0.032,0.019,20180714
144,0.003,0.024,20180714
145,0.009,0.085,20180714
146,0.07,0.088,20180714
147,0.067,0.002,20180714
148,0.028,0.061,20180714
151,0.067,0.004,20180714
152,0.008,0.052,20180714
153,0.018,0.049,20180714
154,0.005,0.018,20180714
155,0.011,0.089,20180714
162,0.055,0.003,20180714
163,0.065,0.089,20180714
164,0.08,0.013,20180714
171,0.013,0.0,20180714
172,0.08,0.083,20180714
173,0.026,0.037,20180714
174,0.075,0.085,20180714
175,0.037,0.021,20180714
176,0.094,0.071,20180714
177,0.016,0.016,20180714
178,0.047,0.065,20180714
179,0.011,0.063,20180714
180,0.013,0.076,20180714
181,0.063,0.051,20180714
182,0.026,0.049,20180714
183,0.04,0.081,20180714
184,0.058,0.019,20180714
185,0.048,0.058,20180714
186,0.067,0.007,20180714
187,0.066,0.053,20180714
188,0.034,0.057,20180714
191,0.015,0.028,20180714
192,0.068,0.042,20180714
193,0.027,0.016,20180714
194,0.071,0.099,20180714
195,0.065,0.06,20180714
196,0.061,0.016,20180714
197,0.035,0.057,20180714
199,0.081,0.005,20180714
200,0.056,0.088,20180714
201,0.09,0.012,20180714
202,0.052,0.079,20180714
205,0.014,0.071,20180714
206,0.086,0.093,20180714
211,0.034,0.059,20180714
212,0.072,0.042,20180714
213,0.032,0.07,20180714
214,0.034,0.025,20180714
215,0.061,0.05,20180714
216,0.077,0.004,20180714
219,0.061,0.012,20180714
220,0.07,0.017,20180714
222,0.05,0.003,20180714
223,0.052,0.045,20180714
224,0.09,0.025,20180714
225,0.064,0.043,20180714
226,0.075,0.021,20180714
227,0.099,0.07,20180714
228,0.05,0.083,20180714
229,0.041,0.087,20180714
230,0.05,0.066,20180714
231,0.067,0.074,20180714
232,0.055,0.02,20180714
233,0.07,0.029,20180714
234,0.084,0.058,20180714
237,0.048,0.064,20180714
241,0.097,0.031,20180714
244,0.058,0.027,20180714
245,0.058,0.042,20180714
246,0.044,0.009,20180714
249,0.046,0.099,20180714
250,0.005,0.059,20180714
252,0.093,0.056,20180714
253,0.086,0.04,20180714
254,0.007,0.031,20180714
255,0.066,0.08,20180714
256,0.083,0.015,20180714
257,0.009,0.001,20180714
258,0.035,0.046,20180714
261,0.016,0.005,20180714
262,0.078,0.063,20180714
263,0.066,0.057,20180714
264,0.057,0.077,20180714
265,0.056,0.086,20180714
266,0.036,0.031,20180714
267,0.028,0.032,20180714
268,0.031,0.075,20180714
269,0.03,0.044,20180714
270,0.045,0.011,20180714
271,0.093,0.052,20180714
272,0.092,0.064,20180714
273,0.03,0.057,20180714
274,0.006,0.024,20180714
275,0.028,0.045,20180714
276,0.051,0.001,20180714
281,0.036,0.089,20180714
282,0.066,0.066,20180714
