VOBC, Acc0, Acc1, Date
2,0.0,0.006,20180530
10,0.0,0.008,20180530
11,0.009,0.002,20180530
13,0.0,0.006,20180530
14,0.006,0.009,20180530
18,0.007,0.007,20180530
19,0.006,0.003,20180530
20,0.006,0.002,20180530
22,0.003,0.003,20180530
23,0.002,0.005,20180530
24,0.001,0.003,20180530
25,0.005,0.007,20180530
26,0.008,0.0,20180530
27,0.007,0.004,20180530
28,0.002,0.009,20180530
100,0.004,0.007,20180530
101,0.005,0.007,20180530
102,0.003,0.001,20180530
105,0.004,0.005,20180530
106,0.006,0.006,20180530
110,0.004,0.006,20180530
111,0.009,0.006,20180530
112,0.003,0.008,20180530
113,0.004,0.004,20180530
114,0.003,0.009,20180530
115,0.006,0.004,20180530
116,0.003,0.009,20180530
117,0.009,0.001,20180530
118,0.007,0.001,20180530
119,0.0,0.002,20180530
120,0.009,0.005,20180530
121,0.005,0.006,20180530
122,0.005,0.009,20180530
123,0.002,0.002,20180530
124,0.007,0.004,20180530
125,0.005,0.002,20180530
126,0.005,0.009,20180530
127,0.003,0.0,20180530
128,0.0,0.009,20180530
129,0.003,0.0,20180530
130,0.001,0.008,20180530
131,0.001,0.0,20180530
132,0.003,0.009,20180530
133,0.008,0.006,20180530
134,0.005,0.007,20180530
135,0.008,0.006,20180530
136,0.003,0.009,20180530
137,0.006,0.006,20180530
138,0.005,0.006,20180530
139,0.009,0.006,20180530
140,0.002,0.0,20180530
141,0.004,0.001,20180530
142,0.003,0.003,20180530
143,0.003,0.006,20180530
144,0.004,0.002,20180530
145,0.007,0.007,20180530
146,0.006,0.001,20180530
147,0.009,0.002,20180530
148,0.003,0.007,20180530
151,0.006,0.006,20180530
152,0.009,0.007,20180530
153,0.004,0.008,20180530
154,0.009,0.007,20180530
155,0.002,0.005,20180530
162,0.008,0.009,20180530
163,0.007,0.004,20180530
164,0.008,0.004,20180530
171,0.002,0.001,20180530
172,0.003,0.009,20180530
173,0.0,0.003,20180530
174,0.009,0.008,20180530
175,0.006,0.009,20180530
176,0.003,0.001,20180530
177,0.005,0.003,20180530
178,0.002,0.0,20180530
179,0.006,0.0,20180530
180,0.007,0.008,20180530
181,0.007,0.009,20180530
182,0.009,0.008,20180530
183,0.002,0.0,20180530
184,0.004,0.004,20180530
185,0.008,0.008,20180530
186,0.0,0.009,20180530
187,0.002,0.0,20180530
188,0.003,0.004,20180530
191,0.004,0.004,20180530
192,0.002,0.008,20180530
193,0.007,0.004,20180530
194,0.007,0.009,20180530
195,0.004,0.004,20180530
196,0.003,0.004,20180530
197,0.002,0.008,20180530
199,0.002,0.002,20180530
200,0.004,0.007,20180530
201,0.005,0.004,20180530
202,0.003,0.007,20180530
205,0.005,0.003,20180530
206,0.008,0.004,20180530
211,0.008,0.006,20180530
212,0.004,0.001,20180530
213,0.002,0.002,20180530
214,0.001,0.008,20180530
215,0.008,0.005,20180530
216,0.008,0.009,20180530
219,0.002,0.004,20180530
220,0.005,0.004,20180530
222,0.009,0.005,20180530
223,0.005,0.004,20180530
224,0.003,0.004,20180530
225,0.002,0.004,20180530
226,0.005,0.009,20180530
227,0.004,0.005,20180530
228,0.009,0.009,20180530
229,0.006,0.008,20180530
230,0.004,0.0,20180530
231,0.0,0.007,20180530
232,0.008,0.006,20180530
233,0.001,0.005,20180530
234,0.005,0.002,20180530
237,0.004,0.002,20180530
241,0.009,0.004,20180530
244,0.0,0.0,20180530
245,0.003,0.005,20180530
246,0.008,0.008,20180530
249,0.009,0.006,20180530
250,0.008,0.006,20180530
252,0.008,0.002,20180530
253,0.005,0.007,20180530
254,0.009,0.0,20180530
255,0.004,0.007,20180530
256,0.002,0.009,20180530
257,0.009,0.008,20180530
258,0.001,0.008,20180530
261,0.002,0.007,20180530
262,0.005,0.003,20180530
263,0.002,0.003,20180530
264,0.001,0.007,20180530
265,0.009,0.005,20180530
266,0.0,0.005,20180530
267,0.0,0.006,20180530
268,0.007,0.0,20180530
269,0.0,0.007,20180530
270,0.008,0.003,20180530
271,0.001,0.008,20180530
272,0.001,0.007,20180530
273,0.002,0.0,20180530
274,0.003,0.006,20180530
275,0.006,0.006,20180530
276,0.009,0.001,20180530
281,0.0,0.005,20180530
282,0.0,0.0,20180530
