VOBC, Acc0, Acc1, Date
2,0.119,0.112,20180725
10,0.034,0.059,20180725
11,0.031,0.042,20180725
13,0.115,0.062,20180725
14,0.027,0.117,20180725
18,0.112,0.055,20180725
19,0.098,0.005,20180725
20,0.104,0.077,20180725
22,0.103,0.092,20180725
23,0.033,0.082,20180725
24,0.012,0.0,20180725
25,0.098,0.011,20180725
26,0.003,0.088,20180725
27,0.098,0.014,20180725
28,0.017,0.032,20180725
100,0.112,0.099,20180725
101,0.025,0.102,20180725
102,0.052,0.076,20180725
105,0.033,0.042,20180725
106,0.085,0.025,20180725
110,0.041,0.116,20180725
111,0.116,0.016,20180725
112,0.093,0.017,20180725
113,0.049,0.109,20180725
114,0.052,0.104,20180725
115,0.069,0.055,20180725
116,0.05,0.101,20180725
117,0.08,0.042,20180725
118,0.076,0.111,20180725
119,0.007,0.096,20180725
120,0.067,0.029,20180725
121,0.022,0.081,20180725
122,0.006,0.116,20180725
123,0.045,0.12,20180725
124,0.039,0.027,20180725
125,0.097,0.077,20180725
126,0.103,0.021,20180725
127,0.046,0.063,20180725
128,0.074,0.05,20180725
129,0.029,0.11,20180725
130,0.109,0.098,20180725
131,0.032,0.088,20180725
132,0.036,0.11,20180725
133,0.116,0.026,20180725
134,0.065,0.056,20180725
135,0.084,0.046,20180725
136,0.01,0.121,20180725
137,0.014,0.107,20180725
138,0.029,0.091,20180725
139,0.088,0.051,20180725
140,0.107,0.106,20180725
141,0.047,0.079,20180725
142,0.075,0.074,20180725
143,0.076,0.026,20180725
144,0.064,0.063,20180725
145,0.1,0.031,20180725
146,0.04,0.118,20180725
147,0.057,0.104,20180725
148,0.071,0.066,20180725
151,0.103,0.012,20180725
152,0.004,0.098,20180725
153,0.118,0.061,20180725
154,0.01,0.083,20180725
155,0.08,0.045,20180725
162,0.081,0.117,20180725
163,0.047,0.046,20180725
164,0.096,0.097,20180725
171,0.089,0.036,20180725
172,0.112,0.017,20180725
173,0.103,0.101,20180725
174,0.091,0.078,20180725
175,0.104,0.046,20180725
176,0.115,0.068,20180725
177,0.007,0.07,20180725
178,0.113,0.119,20180725
179,0.028,0.1,20180725
180,0.066,0.08,20180725
181,0.014,0.009,20180725
182,0.019,0.008,20180725
183,0.026,0.003,20180725
184,0.018,0.086,20180725
185,0.087,0.0,20180725
186,0.024,0.003,20180725
187,0.098,0.036,20180725
188,0.043,0.011,20180725
191,0.099,0.078,20180725
192,0.018,0.064,20180725
193,0.047,0.094,20180725
194,0.045,0.003,20180725
195,0.05,0.117,20180725
196,0.048,0.037,20180725
197,0.062,0.073,20180725
199,0.053,0.032,20180725
200,0.004,0.107,20180725
201,0.114,0.087,20180725
202,0.109,0.09,20180725
205,0.088,0.04,20180725
206,0.059,0.01,20180725
211,0.087,0.082,20180725
212,0.044,0.088,20180725
213,0.085,0.018,20180725
214,0.073,0.009,20180725
215,0.074,0.099,20180725
216,0.074,0.055,20180725
219,0.12,0.101,20180725
220,0.05,0.112,20180725
222,0.01,0.072,20180725
223,0.118,0.015,20180725
224,0.029,0.077,20180725
225,0.114,0.013,20180725
226,0.077,0.116,20180725
227,0.103,0.022,20180725
228,0.091,0.103,20180725
229,0.092,0.002,20180725
230,0.059,0.063,20180725
231,0.058,0.052,20180725
232,0.086,0.006,20180725
233,0.093,0.044,20180725
234,0.08,0.084,20180725
237,0.006,0.091,20180725
241,0.006,0.0,20180725
244,0.035,0.025,20180725
245,0.101,0.036,20180725
246,0.044,0.036,20180725
249,0.018,0.093,20180725
250,0.11,0.049,20180725
252,0.002,0.088,20180725
253,0.013,0.006,20180725
254,0.013,0.11,20180725
255,0.096,0.041,20180725
256,0.12,0.053,20180725
257,0.05,0.03,20180725
258,0.067,0.01,20180725
261,0.048,0.073,20180725
262,0.101,0.07,20180725
263,0.073,0.064,20180725
264,0.092,0.095,20180725
265,0.057,0.044,20180725
266,0.109,0.107,20180725
267,0.044,0.102,20180725
268,0.065,0.055,20180725
269,0.098,0.057,20180725
270,0.109,0.096,20180725
271,0.018,0.031,20180725
272,0.032,0.053,20180725
273,0.08,0.016,20180725
274,0.118,0.109,20180725
275,0.106,0.071,20180725
276,0.023,0.055,20180725
281,0.051,0.028,20180725
282,0.006,0.046,20180725
